crop,source_state,target_state,original_trade_qtl,optimized_trade_qtl,original_trade_kcal,optimized_trade_kcal,diff_trade_kcal
rice,chandigarh,tripura,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,uttarakhand,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,uttar pradesh,16276.666666666666,16276.666666666666,5794493333.333333,5794493333.333333,0.0
rice,chandigarh,west bengal,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,andhra pradesh,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,andaman and nicobar,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,arunachal pradesh,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,assam,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,bihar,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,chhattisgarh,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,chandigarh,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,delhi,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,dadra and nagar haveli,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,goa,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,gujarat,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,himachal pradesh,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,haryana,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,jharkhand,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,jammu and kashmir,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,kerala,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,karnataka,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,lakshadeep,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,maharashtra,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,meghalaya,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,manipur,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,madhya pradesh,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,mizoram,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,nagaland,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,odisha,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,punjab,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,puducherry,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,rajasthan,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,sikkim,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,telangana,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,tamil nadu,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,tripura,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,uttarakhand,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,uttar pradesh,0.0,0.0,0.0,0.0,0.0
rice,daman and diu,west bengal,0.0,0.0,0.0,0.0,0.0
rice,delhi,andhra pradesh,0.0,0.0,0.0,0.0,0.0
rice,delhi,andaman and nicobar,0.0,0.0,0.0,0.0,0.0
rice,delhi,arunachal pradesh,0.0,0.0,0.0,0.0,0.0
rice,delhi,assam,188098.0,0.0,66962888000.0,0.0,-66962888000.0
rice,delhi,bihar,0.0,0.0,0.0,0.0,0.0
rice,delhi,chhattisgarh,0.0,0.0,0.0,0.0,0.0
rice,delhi,chandigarh,54274.166666666664,0.0,19321603333.333332,0.0,-19321603333.333332
rice,delhi,daman and diu,0.0,0.0,0.0,0.0,0.0
rice,delhi,dadra and nagar haveli,0.0,0.0,0.0,0.0,0.0
rice,delhi,goa,0.0,0.0,0.0,0.0,0.0
rice,delhi,gujarat,32245.0,0.0,11479220000.0,0.0,-11479220000.0
rice,delhi,himachal pradesh,6695.833333333333,0.0,2383716666.6666665,0.0,-2383716666.6666665
rice,delhi,haryana,0.0,0.0,0.0,0.0,0.0
rice,delhi,jharkhand,0.0,0.0,0.0,0.0,0.0
rice,delhi,jammu and kashmir,0.0,0.0,0.0,0.0,0.0
rice,delhi,kerala,0.0,0.0,0.0,0.0,0.0
rice,delhi,karnataka,0.0,0.0,0.0,0.0,0.0
rice,delhi,lakshadeep,0.0,0.0,0.0,0.0,0.0
rice,delhi,maharashtra,0.0,0.0,0.0,0.0,0.0
rice,delhi,meghalaya,0.0,0.0,0.0,0.0,0.0
rice,delhi,manipur,0.0,0.0,0.0,0.0,0.0
rice,delhi,madhya pradesh,0.0,0.0,0.0,0.0,0.0
rice,delhi,mizoram,0.0,0.0,0.0,0.0,0.0
rice,delhi,nagaland,17926.666666666668,0.0,6381893333.333334,0.0,-6381893333.333334
rice,delhi,odisha,0.0,0.0,0.0,0.0,0.0
rice,delhi,punjab,0.0,0.0,0.0,0.0,0.0
rice,delhi,puducherry,0.0,0.0,0.0,0.0,0.0
rice,delhi,rajasthan,0.0,0.0,0.0,0.0,0.0
rice,delhi,sikkim,0.0,0.0,0.0,0.0,0.0
rice,delhi,telangana,0.0,0.0,0.0,0.0,0.0
rice,delhi,tamil nadu,0.0,0.0,0.0,0.0,0.0
rice,delhi,tripura,9341.666666666666,0.0,3325633333.333333,0.0,-3325633333.333333
rice,delhi,uttarakhand,0.0,0.0,0.0,0.0,0.0
rice,delhi,uttar pradesh,0.0,0.0,0.0,0.0,0.0
rice,delhi,west bengal,21913.333333333332,0.0,7801146666.666666,0.0,-7801146666.666666
rice,dadra and nagar haveli,andhra pradesh,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,andaman and nicobar,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,arunachal pradesh,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,assam,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,bihar,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,chhattisgarh,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,chandigarh,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,daman and diu,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,delhi,0.0,0.0,0.0,0.0,0.0
