State,District,state_key,district_key,map_state,map_district,matched
maharashtra,wardha,maharashtra,wardha,maharashtra,wardha,True
maharashtra,washim,maharashtra,washim,maharashtra,washim,True
maharashtra,yavatmal,maharashtra,yavatmal,maharashtra,yavatmal,True
manipur,bishnupur,manipur,bishnupur,manipur,bishnupur,True
manipur,chandel,manipur,chandel,manipur,chandel,True
manipur,churachandpur,manipur,churachandpur,manipur,churachandpur,True
manipur,imphal east,manipur,imphal east,manipur,imphal east,True
manipur,imphal west,manipur,imphal west,manipur,imphal west,True
manipur,senapati,manipur,senapati,manipur,senapati,True
manipur,tamenglong,manipur,tamenglong,manipur,tamenglong,True
manipur,thoubal,manipur,thoubal,manipur,thoubal,True
manipur,ukhrul,manipur,ukhrul,manipur,ukhrul,True
meghalaya,east garo hills,meghalaya,east garo hills,meghalaya,east garo hills,True
meghalaya,east jaintia hills,meghalaya,east jaintia hills,meghalaya,east jaintia hills,True
meghalaya,east khasi hills,meghalaya,east khasi hills,meghalaya,east khasi hills,True
meghalaya,north garo hills,meghalaya,north garo hills,meghalaya,north garo hills,True
meghalaya,ri bhoi,meghalaya,ri bhoi,meghalaya,ribhoi,True
meghalaya,south garo hills,meghalaya,south garo hills,meghalaya,south garo hills,True
meghalaya,south west garo hills,meghalaya,south west garo hills,meghalaya,south west garo hills,True
meghalaya,south west khasi hills,meghalaya,south west khasi hills,meghalaya,south west khasi hills,True
meghalaya,west garo hills,meghalaya,west garo hills,meghalaya,west garo hills,True
meghalaya,west jaintia hills,meghalaya,west jaintia hills,meghalaya,west jaintia hills,True
meghalaya,west khasi hills,meghalaya,west khasi hills,meghalaya,west khasi hills,True
mizoram,aizawl,mizoram,aizawl,mizoram,aizawal,True
mizoram,champhai,mizoram,champhai,mizoram,champhai,True
mizoram,kolasib,mizoram,kolasib,mizoram,kolasib,True
mizoram,lawngtlai,mizoram,lawngtlai,mizoram,lawngtlai,True
mizoram,lunglei,mizoram,lunglei,mizoram,lunglei,True
mizoram,mamit,mizoram,mamit,mizoram,mamit,True
mizoram,saiha,mizoram,saiha,mizoram,saiha,True
mizoram,serchhip,mizoram,serchhip,mizoram,serchhip,True
nagaland,dimapur,nagaland,dimapur,nagaland,dimapur,True
nagaland,kiphire,nagaland,kiphire,nagaland,kiphire,True
nagaland,kohima,nagaland,kohima,nagaland,kohima,True
nagaland,longleng,nagaland,longleng,nagaland,longleng,True
nagaland,mokokchung,nagaland,mokokchung,nagaland,mokokchung,True
nagaland,mon,nagaland,mon,nagaland,mon,True
nagaland,peren,nagaland,peren,nagaland,peren,True
nagaland,phek,nagaland,phek,nagaland,phek,True
nagaland,tuensang,nagaland,tuensang,nagaland,tuensang,True
nagaland,wokha,nagaland,wokha,nagaland,wokha,True
nagaland,zunheboto,nagaland,zunheboto,nagaland,zunheboto,True
odisha,anugul,odisha,anugul,odisha,anugul,True
odisha,balangir,odisha,balangir,odisha,balangir,True
odisha,baleshwar,odisha,baleshwar,odisha,baleshwar,True
odisha,bargarh,odisha,bargarh,odisha,bargarh,True
odisha,bhadrak,odisha,bhadrak,odisha,bhadrak,True
odisha,boudh,odisha,boudh,odisha,baudh,True
odisha,cuttack,odisha,cuttack,odisha,cuttack,True
odisha,deogarh,odisha,deogarh,odisha,debagarh,True
odisha,dhenkanal,odisha,dhenkanal,odisha,dhenkanal,True
odisha,gajapati,odisha,gajapati,odisha,gajapati,True
odisha,ganjam,odisha,ganjam,odisha,ganjam,True
odisha,jagatsinghapur,odisha,jagatsinghapur,odisha,jagatsinghapur,True
odisha,jajapur,odisha,jajapur,odisha,jajapur,True
odisha,jharsuguda,odisha,jharsuguda,odisha,jharsuguda,True
odisha,kalahandi,odisha,kalahandi,odisha,kalahandi,True
odisha,kandhamal,odisha,kandhamal,odisha,kandhamal,True
odisha,kendrapara,odisha,kendrapara,odisha,kendrapara,True
odisha,kendujhar,odisha,kendujhar,odisha,kendujhar,True
odisha,khordha,odisha,khordha,odisha,khordha,True
odisha,koraput,odisha,koraput,odisha,koraput,True
odisha,malkangiri,odisha,malkangiri,odisha,malkangiri,True
odisha,mayurbhanj,odisha,mayurbhanj,odisha,mayurbhanj,True
odisha,nabarangpur,odisha,nabarangpur,odisha,nabarangapur,True
odisha,nayagarh,odisha,nayagarh,odisha,nayagarh,True
odisha,nuapada,odisha,nuapada,odisha,nuapada,True
odisha,puri,odisha,puri,odisha,puri,True
odisha,rayagada,odisha,rayagada,odisha,rayagada,True
odisha,sambalpur,odisha,sambalpur,odisha,sambalpur,True
odisha,sonepur,odisha,sonepur,odisha,subarnapur,True
odisha,sundargarh,odisha,sundargarh,odisha,sundargarh,True
puducherry,karaikal,puducherry,karaikal,puducherry,karaikal,True
puducherry,pondicherry,puducherry,pondicherry,puducherry,puducherry,True
puducherry,yanam,puducherry,yanam,puducherry,yanam,True
punjab,amritsar,punjab,amritsar,punjab,amritsar,True
punjab,barnala,punjab,barnala,punjab,barnala,True
punjab,bathinda,punjab,bathinda,punjab,bathinda,True
punjab,faridkot,punjab,faridkot,punjab,faridkot,True
punjab,fatehgarh sahib,punjab,fatehgarh sahib,punjab,fatehgarh sahib,True
punjab,fazilka,punjab,fazilka,punjab,fazilka,True
punjab,firozpur,punjab,firozpur,punjab,firozpur,True
punjab,gurdaspur,punjab,gurdaspur,punjab,gurdaspur,True
punjab,hoshiarpur,punjab,hoshiarpur,punjab,hoshiarpur,True
punjab,jalandhar,punjab,jalandhar,punjab,jalandhar,True
punjab,kapurthala,punjab,kapurthala,punjab,kapurthala,True
punjab,ludhiana,punjab,ludhiana,punjab,ludhiana,True
punjab,mansa,punjab,mansa,punjab,mansa,True
punjab,moga,punjab,moga,punjab,moga,True
punjab,muktsar,punjab,muktsar,punjab,sri muktsar sahib,True
punjab,pathankot,punjab,pathankot,punjab,pathankot,True
punjab,patiala,punjab,patiala,punjab,patiala,True
punjab,rupnagar,punjab,rupnagar,punjab,rupnagar,True
punjab,sangrur,punjab,sangrur,punjab,sangrur,True
punjab,shahid bhagat singh nagar,punjab,shahid bhagat singh nagar,punjab,shahid bhagat singh nagar,True
punjab,tarn taran,punjab,tarn taran,punjab,tarn taran,True
rajasthan,ajmer,rajasthan,ajmer,rajasthan,ajmer,True
rajasthan,alwar,rajasthan,alwar,rajasthan,alwar,True
rajasthan,banswara,rajasthan,banswara,rajasthan,banswara,True
rajasthan,baran,rajasthan,baran,rajasthan,baran,True
rajasthan,barmer,rajasthan,barmer,rajasthan,barmer,True
rajasthan,bharatpur,rajasthan,bharatpur,rajasthan,bharatpur,True
rajasthan,bhilwara,rajasthan,bhilwara,rajasthan,bhilwara,True
rajasthan,bikaner,rajasthan,bikaner,rajasthan,bikaner,True
rajasthan,bundi,rajasthan,bundi,rajasthan,bundi,True
rajasthan,chittaurgarh,rajasthan,chittaurgarh,rajasthan,chittaurgarh,True
rajasthan,chittorgarh,rajasthan,chittorgarh,rajasthan,chittaurgarh,True
rajasthan,churu,rajasthan,churu,rajasthan,churu,True
rajasthan,dausa,rajasthan,dausa,rajasthan,dausa,True
rajasthan,dholpur,rajasthan,dholpur,rajasthan,dhaulpur,True
rajasthan,dungarpur,rajasthan,dungarpur,rajasthan,dungarpur,True
rajasthan,ganganagar,rajasthan,ganganagar,rajasthan,ganganagar,True
rajasthan,hanumangarh,rajasthan,hanumangarh,rajasthan,hanumangarh,True
rajasthan,jaipur,rajasthan,jaipur,rajasthan,jaipur,True
rajasthan,jaisalmer,rajasthan,jaisalmer,rajasthan,jaisalmer,True
rajasthan,jalore,rajasthan,jalore,rajasthan,jalor,True
rajasthan,jhalawar,rajasthan,jhalawar,rajasthan,jhalawar,True
rajasthan,jhunjhunun,rajasthan,jhunjhunun,rajasthan,jhunjhunu,True
rajasthan,jodhpur,rajasthan,jodhpur,rajasthan,jodhpur,True
rajasthan,karauli,rajasthan,karauli,rajasthan,karauli,True
rajasthan,kota,rajasthan,kota,rajasthan,kota,True
rajasthan,nagaur,rajasthan,nagaur,rajasthan,nagaur,True
rajasthan,pali,rajasthan,pali,rajasthan,pali,True
rajasthan,pratapgarh,rajasthan,pratapgarh,rajasthan,pratapgarh,True
rajasthan,rajsamand,rajasthan,rajsamand,rajasthan,rajsamand,True
rajasthan,sawai madhopur,rajasthan,sawai madhopur,rajasthan,sawai madhopur,True
rajasthan,sikar,rajasthan,sikar,rajasthan,sikar,True
rajasthan,sirohi,rajasthan,sirohi,rajasthan,sirohi,True
rajasthan,tonk,rajasthan,tonk,rajasthan,tonk,True
rajasthan,udaipur,rajasthan,udaipur,rajasthan,udaipur,True
sikkim,east district,sikkim,east district,sikkim,east district,True
sikkim,north district,sikkim,north district,sikkim,north district,True
sikkim,south district,sikkim,south district,sikkim,south district,True
sikkim,west district,sikkim,west district,sikkim,west district,True
tamil nadu,ariyalur,tamil nadu,ariyalur,tamil nadu,ariyalur,True
tamil nadu,coimbatore,tamil nadu,coimbatore,tamil nadu,coimbatore,True
tamil nadu,cuddalore,tamil nadu,cuddalore,tamil nadu,cuddalore,True
tamil nadu,dharmapuri,tamil nadu,dharmapuri,tamil nadu,dharmapuri,True
tamil nadu,dindigul,tamil nadu,dindigul,tamil nadu,dindigul,True
tamil nadu,erode,tamil nadu,erode,tamil nadu,erode,True
tamil nadu,kancheepuram,tamil nadu,kancheepuram,tamil nadu,kancheepuram,True
tamil nadu,kanchipuram,tamil nadu,kanchipuram,tamil nadu,kancheepuram,True
tamil nadu,kanniyakumari,tamil nadu,kanniyakumari,tamil nadu,kanniyakumari,True
tamil nadu,karur,tamil nadu,karur,tamil nadu,karur,True
tamil nadu,krishnagiri,tamil nadu,krishnagiri,tamil nadu,krishnagiri,True
tamil nadu,madurai,tamil nadu,madurai,tamil nadu,madurai,True
tamil nadu,nagapattinam,tamil nadu,nagapattinam,tamil nadu,nagapattinam,True
tamil nadu,nagappattinam,tamil nadu,nagappattinam,tamil nadu,nagapattinam,True
tamil nadu,namakkal,tamil nadu,namakkal,tamil nadu,namakkal,True
tamil nadu,perambalur,tamil nadu,perambalur,tamil nadu,perambalur,True
tamil nadu,pudukkottai,tamil nadu,pudukkottai,tamil nadu,pudukkottai,True
tamil nadu,ramanathapuram,tamil nadu,ramanathapuram,tamil nadu,ramanathapuram,True
tamil nadu,salem,tamil nadu,salem,tamil nadu,salem,True
tamil nadu,sivaganga,tamil nadu,sivaganga,tamil nadu,sivaganga,True
tamil nadu,thanjavur,tamil nadu,thanjavur,tamil nadu,thanjavur,True
tamil nadu,the nilgiris,tamil nadu,nilgiris,tamil nadu,nilgiris,True
tamil nadu,theni,tamil nadu,theni,tamil nadu,theni,True
tamil nadu,thiruvallur,tamil nadu,thiruvallur,tamil nadu,thiruvallur,True
tamil nadu,thiruvarur,tamil nadu,thiruvarur,tamil nadu,thiruvarur,True
tamil nadu,tiruchirappalli,tamil nadu,tiruchirappalli,tamil nadu,tiruchirappalli,True
tamil nadu,tirunelveli,tamil nadu,tirunelveli,tamil nadu,tirunelveli,True
tamil nadu,tiruppur,tamil nadu,tiruppur,tamil nadu,tiruppur,True
tamil nadu,tiruvannamalai,tamil nadu,tiruvannamalai,tamil nadu,tiruvannamalai,True
tamil nadu,tuticorin,tamil nadu,tuticorin,tamil nadu,thoothukkudi,True
tamil nadu,vellore,tamil nadu,vellore,tamil nadu,vellore,True
tamil nadu,villupuram,tamil nadu,villupuram,tamil nadu,viluppuram,True
tamil nadu,viluppuram,tamil nadu,viluppuram,tamil nadu,viluppuram,True
tamil nadu,virudhunagar,tamil nadu,virudhunagar,tamil nadu,virudhunagar,True
tamil nadu,virudunagar,tamil nadu,virudunagar,tamil nadu,virudhunagar,True
telangana,adilabad,telangana,adilabad,telangana,adilabad,True
telangana,bhadradri,telangana,bhadradri,telangana,bhadradri kothagudem,True
telangana,hanumakonda,telangana,hanumakonda,telangana,warangal urban,True
telangana,jagitial,telangana,jagitial,telangana,jagitial,True
telangana,jangoan,telangana,jangoan,telangana,jangoan,True
telangana,jayashankar,telangana,jayashankar,telangana,jayashankar,True
telangana,jogulamba,telangana,jogulamba,telangana,jogulamba gadwal,True
telangana,kamareddy,telangana,kamareddy,telangana,kamareddy,True
telangana,karimnagar,telangana,karimnagar,telangana,karimnagar,True
telangana,khammam,telangana,khammam,telangana,khammam,True
telangana,komaram bheem asifabad,telangana,komaram bheem asifabad,telangana,kumuram bheem asifabad,True
telangana,mahabubabad,telangana,mahabubabad,telangana,mahabubabad,True
telangana,mahbubnagar,telangana,mahbubnagar,telangana,mahabubnagar,True
telangana,mancherial,telangana,mancherial,telangana,mancherial,True
telangana,medak,telangana,medak,telangana,medak,True
telangana,medchal malkajgiri,telangana,medchal malkajgiri,telangana,medchal malkajgiri,True
telangana,nagarkurnool,telangana,nagarkurnool,telangana,nagarkurnool,True
telangana,nalgonda,telangana,nalgonda,telangana,nalgonda,True
telangana,nirmal,telangana,nirmal,telangana,nirmal,True
telangana,nizamabad,telangana,nizamabad,telangana,nizamabad,True
telangana,peddapalli,telangana,peddapalli,telangana,peddapalli,True
telangana,rajanna,telangana,rajanna,telangana,rajanna sircilla,True
telangana,rangareddi,telangana,rangareddi,telangana,ranga reddy,True
telangana,sangareddy,telangana,sangareddy,telangana,sangareddy,True
telangana,siddipet,telangana,siddipet,telangana,siddipet,True
telangana,suryapet,telangana,suryapet,telangana,suryapet,True
telangana,vikarabad,telangana,vikarabad,telangana,vikarabad,True
telangana,wanaparthy,telangana,wanaparthy,telangana,wanaparthy,True
telangana,warangal,telangana,warangal,telangana,warangal rural,True
telangana,yadadri,telangana,yadadri,telangana,yadadri bhuvanagiri,True
tripura,dhalai,tripura,dhalai,tripura,dhalai,True
tripura,gomati,tripura,gomati,tripura,gomati,True
tripura,khowai,tripura,khowai,tripura,khowai,True
tripura,north tripura,tripura,north tripura,tripura,north tripura,True
tripura,sepahijala,tripura,sepahijala,tripura,sipahijala,True
tripura,south tripura,tripura,south tripura,tripura,south tripura,True
tripura,unakoti,tripura,unakoti,tripura,unokoti,True
tripura,west tripura,tripura,west tripura,tripura,west tripura,True
uttar pradesh,agra,uttar pradesh,agra,uttar pradesh,agra,True
uttar pradesh,aligarh,uttar pradesh,aligarh,uttar pradesh,aligarh,True
uttar pradesh,allahabad,uttar pradesh,allahabad,uttar pradesh,prayagraj,True
uttar pradesh,ambedkar nagar,uttar pradesh,ambedkar nagar,uttar pradesh,ambedkar nagar,True
uttar pradesh,amethi,uttar pradesh,amethi,uttar pradesh,amethi,True
uttar pradesh,amroha,uttar pradesh,amroha,uttar pradesh,amroha,True
uttar pradesh,auraiya,uttar pradesh,auraiya,uttar pradesh,auraiya,True
uttar pradesh,azamgarh,uttar pradesh,azamgarh,uttar pradesh,azamgarh,True
uttar pradesh,baghpat,uttar pradesh,baghpat,uttar pradesh,baghpat,True
uttar pradesh,bahraich,uttar pradesh,bahraich,uttar pradesh,bahraich,True
uttar pradesh,ballia,uttar pradesh,ballia,uttar pradesh,ballia,True
uttar pradesh,balrampur,uttar pradesh,balrampur,uttar pradesh,balrampur,True
uttar pradesh,banda,uttar pradesh,banda,uttar pradesh,banda,True
uttar pradesh,barabanki,uttar pradesh,barabanki,uttar pradesh,bara banki,True
uttar pradesh,bareilly,uttar pradesh,bareilly,uttar pradesh,bareilly,True
uttar pradesh,basti,uttar pradesh,basti,uttar pradesh,basti,True
uttar pradesh,bijnor,uttar pradesh,bijnor,uttar pradesh,bijnor,True
uttar pradesh,budaun,uttar pradesh,budaun,uttar pradesh,budaun,True
uttar pradesh,bulandshahr,uttar pradesh,bulandshahr,uttar pradesh,bulandshahr,True
uttar pradesh,chandauli,uttar pradesh,chandauli,uttar pradesh,chandauli,True
uttar pradesh,chitrakoot,uttar pradesh,chitrakoot,uttar pradesh,chitrakoot,True
uttar pradesh,deoria,uttar pradesh,deoria,uttar pradesh,deoria,True
uttar pradesh,etah,uttar pradesh,etah,uttar pradesh,etah,True
uttar pradesh,etawah,uttar pradesh,etawah,uttar pradesh,etawah,True
uttar pradesh,faizabad,uttar pradesh,faizabad,uttar pradesh,faizabad,True
uttar pradesh,farrukhabad,uttar pradesh,farrukhabad,uttar pradesh,farrukhabad,True
uttar pradesh,fatehpur,uttar pradesh,fatehpur,uttar pradesh,fatehpur,True
uttar pradesh,firozabad,uttar pradesh,firozabad,uttar pradesh,firozabad,True
uttar pradesh,gautam buddha nagar,uttar pradesh,gautam buddha nagar,uttar pradesh,gautam buddha nagar,True
uttar pradesh,ghaziabad,uttar pradesh,ghaziabad,uttar pradesh,ghaziabad,True
uttar pradesh,ghazipur,uttar pradesh,ghazipur,uttar pradesh,ghazipur,True
uttar pradesh,gonda,uttar pradesh,gonda,uttar pradesh,gonda,True
uttar pradesh,gorakhpur,uttar pradesh,gorakhpur,uttar pradesh,gorakhpur,True
uttar pradesh,hamirpur,uttar pradesh,hamirpur,uttar pradesh,hamirpur,True
uttar pradesh,hapur,uttar pradesh,hapur,uttar pradesh,hapur,True
uttar pradesh,hardoi,uttar pradesh,hardoi,uttar pradesh,hardoi,True
uttar pradesh,hathras,uttar pradesh,hathras,uttar pradesh,hathras,True
uttar pradesh,jalaun,uttar pradesh,jalaun,uttar pradesh,jalaun,True
uttar pradesh,jaunpur,uttar pradesh,jaunpur,uttar pradesh,jaunpur,True
uttar pradesh,jhansi,uttar pradesh,jhansi,uttar pradesh,jhansi,True
uttar pradesh,kannauj,uttar pradesh,kannauj,uttar pradesh,kannauj,True
uttar pradesh,kanpur dehat,uttar pradesh,kanpur dehat,uttar pradesh,kanpur dehat,True
uttar pradesh,kanpur nagar,uttar pradesh,kanpur nagar,uttar pradesh,kanpur nagar,True
uttar pradesh,kasganj,uttar pradesh,kasganj,uttar pradesh,kasganj,True
uttar pradesh,kaushambi,uttar pradesh,kaushambi,uttar pradesh,kaushambi,True
uttar pradesh,kheri,uttar pradesh,kheri,uttar pradesh,kheri,True
uttar pradesh,kushi nagar,uttar pradesh,kushi nagar,uttar pradesh,kushinagar,True
uttar pradesh,kushinagar,uttar pradesh,kushinagar,uttar pradesh,kushinagar,True
uttar pradesh,lakhimpur kheri,uttar pradesh,lakhimpur kheri,uttar pradesh,kheri,True
uttar pradesh,lalitpur,uttar pradesh,lalitpur,uttar pradesh,lalitpur,True
uttar pradesh,lucknow,uttar pradesh,lucknow,uttar pradesh,lucknow,True
uttar pradesh,maharajganj,uttar pradesh,maharajganj,uttar pradesh,mahrajganj,True
uttar pradesh,mahoba,uttar pradesh,mahoba,uttar pradesh,mahoba,True
uttar pradesh,mainpuri,uttar pradesh,mainpuri,uttar pradesh,mainpuri,True
uttar pradesh,mathura,uttar pradesh,mathura,uttar pradesh,mathura,True
uttar pradesh,mau,uttar pradesh,mau,uttar pradesh,mau,True
uttar pradesh,meerut,uttar pradesh,meerut,uttar pradesh,meerut,True
uttar pradesh,mirzapur,uttar pradesh,mirzapur,uttar pradesh,mirzapur,True
uttar pradesh,moradabad,uttar pradesh,moradabad,uttar pradesh,moradabad,True
uttar pradesh,muzaffarnagar,uttar pradesh,muzaffarnagar,uttar pradesh,muzaffarnagar,True
uttar pradesh,pilibhit,uttar pradesh,pilibhit,uttar pradesh,pilibhit,True
uttar pradesh,pratapgarh,uttar pradesh,pratapgarh,uttar pradesh,pratapgarh,True
uttar pradesh,rae bareli,uttar pradesh,rae bareli,uttar pradesh,rae bareli,True
uttar pradesh,rampur,uttar pradesh,rampur,uttar pradesh,rampur,True
uttar pradesh,saharanpur,uttar pradesh,saharanpur,uttar pradesh,saharanpur,True
uttar pradesh,sambhal,uttar pradesh,sambhal,uttar pradesh,sambhal,True
uttar pradesh,sant kabeer nagar,uttar pradesh,sant kabeer nagar,uttar pradesh,sant kabir nagar,True
uttar pradesh,sant ravi das nagar,uttar pradesh,sant ravi das nagar,uttar pradesh,bhadohi,True
uttar pradesh,sant ravidas nagar,uttar pradesh,sant ravidas nagar,uttar pradesh,bhadohi,True
uttar pradesh,shahajahanpur,uttar pradesh,shahajahanpur,uttar pradesh,shahjahanpur,True
uttar pradesh,shahjahanpur,uttar pradesh,shahjahanpur,uttar pradesh,shahjahanpur,True
uttar pradesh,shamli,uttar pradesh,shamli,uttar pradesh,shamli,True
uttar pradesh,shravasti,uttar pradesh,shravasti,uttar pradesh,shrawasti,True
uttar pradesh,siddharth nagar,uttar pradesh,siddharth nagar,uttar pradesh,siddharthnagar,True
uttar pradesh,sitapur,uttar pradesh,sitapur,uttar pradesh,sitapur,True
uttar pradesh,sonbhadra,uttar pradesh,sonbhadra,uttar pradesh,sonbhadra,True
uttar pradesh,sultanpur,uttar pradesh,sultanpur,uttar pradesh,sultanpur,True
uttar pradesh,unnao,uttar pradesh,unnao,uttar pradesh,unnao,True
uttar pradesh,varanasi,uttar pradesh,varanasi,uttar pradesh,varanasi,True
uttarakhand,almora,uttarakhand,almora,uttarakhand,almora,True
uttarakhand,bageshwar,uttarakhand,bageshwar,uttarakhand,bageshwar,True
uttarakhand,chamoli,uttarakhand,chamoli,uttarakhand,chamoli,True
uttarakhand,champawat,uttarakhand,champawat,uttarakhand,champawat,True
uttarakhand,dehradun,uttarakhand,dehradun,uttarakhand,dehradun,True
uttarakhand,hardwar,uttarakhand,hardwar,uttarakhand,haridwar,True
uttarakhand,haridwar,uttarakhand,haridwar,uttarakhand,haridwar,True
uttarakhand,nainital,uttarakhand,nainital,uttarakhand,nainital,True
uttarakhand,pauri garhwal,uttarakhand,pauri garhwal,uttarakhand,pauri garhwal,True
uttarakhand,pithoragarh,uttarakhand,pithoragarh,uttarakhand,pithoragarh,True
uttarakhand,rudra prayag,uttarakhand,rudra prayag,uttarakhand,rudraprayag,True
uttarakhand,tehri garhwal,uttarakhand,tehri garhwal,uttarakhand,tehri garhwal,True
uttarakhand,udam singh nagar,uttarakhand,udam singh nagar,uttarakhand,udham singh nagar,True
uttarakhand,udham singh nagar,uttarakhand,udham singh nagar,uttarakhand,udham singh nagar,True
uttarakhand,uttar kashi,uttarakhand,uttar kashi,uttarakhand,uttarkashi,True
west bengal,alipurduar,west bengal,alipurduar,west bengal,alipurduar,True
west bengal,bankura,west bengal,bankura,west bengal,bankura,True
west bengal,barddhaman,west bengal,barddhaman,west bengal,barddhaman,False
west bengal,birbhum,west bengal,birbhum,west bengal,birbhum,True
west bengal,coochbehar,west bengal,coochbehar,west bengal,cooch behar,True
west bengal,dakshin dinajpur,west bengal,dakshin dinajpur,west bengal,dakshin dinajpur,True
west bengal,darjeeling,west bengal,darjeeling,west bengal,darjeeling,True
west bengal,dinajpur dakshin,west bengal,dinajpur dakshin,west bengal,dakshin dinajpur,True
west bengal,dinajpur uttar,west bengal,dinajpur uttar,west bengal,uttar dinajpur,True
west bengal,hooghly,west bengal,hooghly,west bengal,hooghly,True
west bengal,howrah,west bengal,howrah,west bengal,howrah,True
west bengal,jalpaiguri,west bengal,jalpaiguri,west bengal,jalpaiguri,True
west bengal,jhargram,west bengal,jhargram,west bengal,jhargram,True
west bengal,kalimpong,west bengal,kalimpong,west bengal,kalimpong,True
west bengal,maldah,west bengal,maldah,west bengal,maldah,True
west bengal,medinipur east,west bengal,medinipur east,west bengal,medinipur east,True
west bengal,medinipur west,west bengal,medinipur west,west bengal,medinipur west,True
west bengal,murshidabad,west bengal,murshidabad,west bengal,murshidabad,True
west bengal,nadia,west bengal,nadia,west bengal,nadia,True
west bengal,paraganas north,west bengal,paraganas north,west bengal,north 24 parganas,True
west bengal,paraganas south,west bengal,paraganas south,west bengal,south 24 parganas,True
west bengal,paschim bardhaman,west bengal,paschim bardhaman,west bengal,paschim bardhaman,True
west bengal,purba bardhaman,west bengal,purba bardhaman,west bengal,purba bardhaman,True
west bengal,purulia,west bengal,purulia,west bengal,purulia,True
west bengal,puruliya,west bengal,puruliya,west bengal,purulia,True
west bengal,uttar dinajpur,west bengal,uttar dinajpur,west bengal,uttar dinajpur,True
