,state,district,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),crop
1071,Gujarat, BANAS KANTHA,2010,Rabi,162000.0,382100.0,2.358641975308642,bajra
1073,Gujarat, BANAS KANTHA,2011,Rabi,162000.0,393700.0,2.430246913580247,bajra
1075,Gujarat, BANAS KANTHA,2012,Rabi,135000.0,339100.0,2.511851851851852,bajra
1077,Gujarat, BANAS KANTHA,2013,Rabi,133838.0,370531.0,2.768503713444612,bajra
1079,Gujarat, BANAS KANTHA,2014,Rabi,142497.0,365419.0,2.564397846972217,bajra
1081,Gujarat, BANAS KANTHA,2015,Rabi,139626.0,358574.0,2.568103361838053,bajra
1083,Gujarat, BANAS KANTHA,2016,Rabi,153393.0,363526.0,2.3698995390923967,bajra
1085,Gujarat, BANAS KANTHA,2017,Rabi,144982.0,416717.0,2.874267150404878,bajra
1087,Gujarat, BANAS KANTHA,2018,Rabi,140474.0,390027.0,2.7765066845110127,bajra
1089,Gujarat, BANAS KANTHA,2019,Rabi,170308.0,473177.0,2.778360382366066,bajra
1091,Gujarat, BHARUCH,1997,Rabi,400.0,900.0,2.25,bajra
1093,Gujarat, BHARUCH,1998,Rabi,500.0,1100.0,2.2,bajra
1095,Gujarat, BHARUCH,1999,Rabi,500.0,1000.0,2.0,bajra
1097,Gujarat, BHARUCH,2000,Rabi,300.0,600.0,2.0,bajra
1099,Gujarat, BHARUCH,2001,Rabi,600.0,1100.0,1.8333333333333333,bajra
1101,Gujarat, BHARUCH,2002,Rabi,800.0,1300.0,1.625,bajra
1103,Gujarat, BHARUCH,2003,Rabi,100.0,300.0,3.0,bajra
1105,Gujarat, BHARUCH,2004,Rabi,200.0,500.0,2.5,bajra
1107,Gujarat, BHARUCH,2005,Rabi,400.0,900.0,2.25,bajra
1109,Gujarat, BHARUCH,2006,Rabi,300.0,700.0,2.3333333333333335,bajra
1110,Gujarat, BHARUCH,2007,Rabi,500.0,1100.0,2.2,bajra
1112,Gujarat, BHARUCH,2008,Rabi,600.0,1600.0,2.6666666666666665,bajra
1114,Gujarat, BHARUCH,2009,Rabi,400.0,900.0,2.25,bajra
1116,Gujarat, BHARUCH,2010,Rabi,1500.0,3700.0,2.466666666666667,bajra
1118,Gujarat, BHARUCH,2011,Rabi,2100.0,5300.0,2.5238095238095237,bajra
1120,Gujarat, BHARUCH,2012,Rabi,500.0,1200.0,2.4,bajra
1122,Gujarat, BHARUCH,2013,Rabi,420.0,1173.0,2.7928571428571427,bajra
1124,Gujarat, BHARUCH,2014,Rabi,315.0,578.0,1.8349206349206348,bajra
1125,Gujarat, BHARUCH,2015,Rabi,320.0,631.0,1.971875,bajra
1126,Gujarat, BHARUCH,2016,Rabi,230.0,217.0,0.9434782608695652,bajra
1128,Gujarat, BHARUCH,2017,Rabi,320.0,601.0,1.878125,bajra
1129,Gujarat, BHARUCH,2018,Rabi,220.0,641.0,2.9136363636363636,bajra
1131,Gujarat, BHARUCH,2019,Rabi,237.0,681.0,2.8734177215189876,bajra
1135,Gujarat, BHAVNAGAR,1999,Rabi,200.0,400.0,2.0,bajra
1139,Gujarat, BHAVNAGAR,2002,Rabi,100.0,100.0,1.0,bajra
1142,Gujarat, BHAVNAGAR,2004,Rabi,100.0,100.0,1.0,bajra
1144,Gujarat, BHAVNAGAR,2005,Rabi,1200.0,2900.0,2.4166666666666665,bajra
1146,Gujarat, BHAVNAGAR,2006,Rabi,4900.0,11500.0,2.3469387755102042,bajra
1148,Gujarat, BHAVNAGAR,2007,Rabi,3100.0,7300.0,2.3548387096774195,bajra
1150,Gujarat, BHAVNAGAR,2008,Rabi,3500.0,8600.0,2.4571428571428573,bajra
1152,Gujarat, BHAVNAGAR,2009,Rabi,2100.0,4800.0,2.2857142857142856,bajra
1154,Gujarat, BHAVNAGAR,2010,Rabi,5000.0,12300.0,2.46,bajra
1156,Gujarat, BHAVNAGAR,2011,Rabi,7000.0,17700.0,2.5285714285714285,bajra
1158,Gujarat, BHAVNAGAR,2012,Rabi,600.0,1700.0,2.8333333333333335,bajra
1160,Gujarat, BHAVNAGAR,2013,Rabi,4905.0,13705.0,2.794087665647299,bajra
1162,Gujarat, BHAVNAGAR,2014,Rabi,234.0,707.0,3.0213675213675213,bajra
1164,Gujarat, BHAVNAGAR,2015,Rabi,271.0,749.0,2.763837638376384,bajra
1166,Gujarat, BHAVNAGAR,2016,Rabi,2989.0,7855.0,2.6279692204750753,bajra
1168,Gujarat, BHAVNAGAR,2017,Rabi,1566.0,5095.0,3.2535121328224776,bajra
1170,Gujarat, BHAVNAGAR,2018,Rabi,1542.0,4505.0,2.9215304798962385,bajra
1172,Gujarat, BHAVNAGAR,2019,Rabi,2623.0,8283.0,3.1578345406023636,bajra
1174,Gujarat, BOTAD,2014,Rabi,82.0,215.0,2.6219512195121952,bajra
1176,Gujarat, BOTAD,2015,Rabi,20.0,53.0,2.65,bajra
1178,Gujarat, BOTAD,2016,Rabi,87.0,217.0,2.4942528735632186,bajra
1180,Gujarat, BOTAD,2017,Rabi,90.0,263.0,2.922222222222222,bajra
1182,Gujarat, BOTAD,2018,Rabi,26.0,76.0,2.923076923076923,bajra
1184,Gujarat, BOTAD,2019,Rabi,601.0,1726.0,2.8718801996672214,bajra
1185,Gujarat, CHHOTAUDEPUR,2014,Rabi,33.0,87.0,2.6363636363636362,bajra
1186,Gujarat, CHHOTAUDEPUR,2016,Rabi,12.0,30.0,2.5,bajra
1187,Gujarat, CHHOTAUDEPUR,2017,Rabi,53.0,155.0,2.9245283018867925,bajra
1188,Gujarat, CHHOTAUDEPUR,2019,Rabi,14.0,40.0,2.857142857142857,bajra
1190,Gujarat, DEVBHUMI DWARKA,2014,Rabi,55.0,144.0,2.618181818181818,bajra
1194,Gujarat, DEVBHUMI DWARKA,2017,Rabi,15.0,44.0,2.933333333333333,bajra
1196,Gujarat, DEVBHUMI DWARKA,2019,Rabi,313.0,899.0,2.8722044728434506,bajra
1198,Gujarat, DOHAD,2004,Rabi,100.0,100.0,1.0,bajra
1199,Gujarat, DOHAD,2005,Rabi,100.0,200.0,2.0,bajra
1200,Gujarat, DOHAD,2015,Rabi,8.0,21.0,2.625,bajra
1201,Gujarat, DOHAD,2016,Rabi,15.0,37.0,2.466666666666667,bajra
1202,Gujarat, DOHAD,2017,Rabi,5.0,15.0,3.0,bajra
1203,Gujarat, DOHAD,2018,Rabi,20.0,58.0,2.9,bajra
1204,Gujarat, DOHAD,2019,Rabi,86.0,247.0,2.872093023255814,bajra
1206,Gujarat, GANDHINAGAR,1997,Rabi,6000.0,16000.0,2.6666666666666665,bajra
1208,Gujarat, GANDHINAGAR,1998,Rabi,5900.0,17200.0,2.9152542372881354,bajra
1210,Gujarat, GANDHINAGAR,1999,Rabi,4700.0,14700.0,3.127659574468085,bajra
1212,Gujarat, GANDHINAGAR,2000,Rabi,4000.0,8600.0,2.15,bajra
1214,Gujarat, GANDHINAGAR,2001,Rabi,6000.0,12900.0,2.15,bajra
1216,Gujarat, GANDHINAGAR,2002,Rabi,1000.0,2400.0,2.4,bajra
1218,Gujarat, GANDHINAGAR,2003,Rabi,10900.0,27800.0,2.55045871559633,bajra
1220,Gujarat, GANDHINAGAR,2004,Rabi,6400.0,15700.0,2.453125,bajra
1222,Gujarat, GANDHINAGAR,2005,Rabi,7400.0,18700.0,2.527027027027027,bajra
1224,Gujarat, GANDHINAGAR,2006,Rabi,5500.0,14700.0,2.672727272727273,bajra
1226,Gujarat, GANDHINAGAR,2007,Rabi,7500.0,21100.0,2.8133333333333335,bajra
1228,Gujarat, GANDHINAGAR,2008,Rabi,9300.0,25000.0,2.6881720430107525,bajra
1230,Gujarat, GANDHINAGAR,2009,Rabi,6400.0,17600.0,2.75,bajra
1232,Gujarat, GANDHINAGAR,2010,Rabi,6300.0,17600.0,2.7936507936507935,bajra
1234,Gujarat, GANDHINAGAR,2011,Rabi,15700.0,42700.0,2.7197452229299364,bajra
1236,Gujarat, GANDHINAGAR,2012,Rabi,9600.0,29500.0,3.0729166666666665,bajra
1238,Gujarat, GANDHINAGAR,2013,Rabi,9446.0,30774.0,3.2578869362693204,bajra
1240,Gujarat, GANDHINAGAR,2014,Rabi,11489.0,32836.0,2.858038123422404,bajra
1242,Gujarat, GANDHINAGAR,2015,Rabi,8638.0,26949.0,3.1198194026395,bajra
1244,Gujarat, GANDHINAGAR,2016,Rabi,5988.0,18660.0,3.1162324649298596,bajra
1246,Gujarat, GANDHINAGAR,2017,Rabi,6753.0,23331.0,3.4549089293647266,bajra
1248,Gujarat, GANDHINAGAR,2018,Rabi,5283.0,18529.0,3.5072875260268788,bajra
1250,Gujarat, GANDHINAGAR,2019,Rabi,5251.0,19072.0,3.632070081889164,bajra
1252,Gujarat, GIR SOMNATH,2014,Rabi,3670.0,13414.0,3.655040871934605,bajra
1254,Gujarat, GIR SOMNATH,2015,Rabi,480.0,1363.0,2.839583333333333,bajra
1256,Gujarat, GIR SOMNATH,2016,Rabi,2071.0,2345.0,1.1323032351521005,bajra
1258,Gujarat, GIR SOMNATH,2017,Rabi,3113.0,9631.0,3.093800192740122,bajra
1260,Gujarat, GIR SOMNATH,2018,Rabi,3287.0,10507.0,3.1965317919075145,bajra
1262,Gujarat, GIR SOMNATH,2019,Rabi,6077.0,19163.0,3.1533651472766167,bajra
1264,Gujarat, JAMNAGAR,1997,Rabi,100.0,300.0,3.0,bajra
1266,Gujarat, JAMNAGAR,1998,Rabi,500.0,1200.0,2.4,bajra
1268,Gujarat, JAMNAGAR,1999,Rabi,100.0,100.0,1.0,bajra
1270,Gujarat, JAMNAGAR,2000,Rabi,100.0,200.0,2.0,bajra
1272,Gujarat, JAMNAGAR,2001,Rabi,600.0,1000.0,1.6666666666666667,bajra
1274,Gujarat, JAMNAGAR,2002,Rabi,100.0,200.0,2.0,bajra
1276,Gujarat, JAMNAGAR,2003,Rabi,600.0,1200.0,2.0,bajra
1278,Gujarat, JAMNAGAR,2004,Rabi,500.0,1000.0,2.0,bajra
1280,Gujarat, JAMNAGAR,2005,Rabi,300.0,600.0,2.0,bajra
1282,Gujarat, JAMNAGAR,2006,Rabi,1000.0,2300.0,2.3,bajra
1284,Gujarat, JAMNAGAR,2007,Rabi,1500.0,3600.0,2.4,bajra
1286,Gujarat, JAMNAGAR,2008,Rabi,1900.0,4500.0,2.3684210526315788,bajra
1288,Gujarat, JAMNAGAR,2009,Rabi,800.0,1800.0,2.25,bajra
1290,Gujarat, JAMNAGAR,2010,Rabi,2300.0,5700.0,2.4782608695652173,bajra
1292,Gujarat, JAMNAGAR,2011,Rabi,2300.0,5900.0,2.5652173913043477,bajra
1294,Gujarat, JAMNAGAR,2012,Rabi,100.0,300.0,3.0,bajra
1296,Gujarat, JAMNAGAR,2013,Rabi,601.0,1679.0,2.793677204658902,bajra
1297,Gujarat, JAMNAGAR,2014,Rabi,148.0,388.0,2.6216216216216215,bajra
1298,Gujarat, JAMNAGAR,2015,Rabi,42.0,112.0,2.6666666666666665,bajra
1300,Gujarat, JAMNAGAR,2016,Rabi,365.0,911.0,2.495890410958904,bajra
1302,Gujarat, JAMNAGAR,2017,Rabi,354.0,1033.0,2.9180790960451977,bajra
1305,Gujarat, JAMNAGAR,2019,Rabi,628.0,1804.0,2.872611464968153,bajra
1307,Gujarat, JUNAGADH,1997,Rabi,1900.0,4000.0,2.1052631578947367,bajra
1309,Gujarat, JUNAGADH,1998,Rabi,1600.0,3900.0,2.4375,bajra
1311,Gujarat, JUNAGADH,1999,Rabi,1600.0,3300.0,2.0625,bajra
1313,Gujarat, JUNAGADH,2000,Rabi,500.0,900.0,1.8,bajra
1315,Gujarat, JUNAGADH,2001,Rabi,1200.0,2200.0,1.8333333333333333,bajra
1317,Gujarat, JUNAGADH,2002,Rabi,800.0,1300.0,1.625,bajra
1319,Gujarat, JUNAGADH,2003,Rabi,4000.0,8500.0,2.125,bajra
1321,Gujarat, JUNAGADH,2004,Rabi,4700.0,9900.0,2.106382978723404,bajra
1323,Gujarat, JUNAGADH,2005,Rabi,7300.0,16700.0,2.287671232876712,bajra
1325,Gujarat, JUNAGADH,2006,Rabi,7600.0,19600.0,2.5789473684210527,bajra
1327,Gujarat, JUNAGADH,2007,Rabi,10000.0,22700.0,2.27,bajra
1329,Gujarat, JUNAGADH,2008,Rabi,3500.0,10300.0,2.942857142857143,bajra
1331,Gujarat, JUNAGADH,2009,Rabi,5200.0,12800.0,2.4615384615384617,bajra
1333,Gujarat, JUNAGADH,2010,Rabi,8200.0,22000.0,2.682926829268293,bajra
1335,Gujarat, JUNAGADH,2011,Rabi,8200.0,22300.0,2.7195121951219514,bajra
1337,Gujarat, JUNAGADH,2012,Rabi,1300.0,3400.0,2.6153846153846154,bajra
1339,Gujarat, JUNAGADH,2013,Rabi,9235.0,25803.0,2.794044396318354,bajra
1341,Gujarat, JUNAGADH,2014,Rabi,1020.0,2676.0,2.623529411764706,bajra
1343,Gujarat, JUNAGADH,2015,Rabi,130.0,346.0,2.6615384615384614,bajra
1345,Gujarat, JUNAGADH,2016,Rabi,2150.0,5369.0,2.4972093023255812,bajra
1347,Gujarat, JUNAGADH,2017,Rabi,1530.0,4815.0,3.1470588235294117,bajra
1349,Gujarat, JUNAGADH,2018,Rabi,1031.0,3088.0,2.9951503394762367,bajra
1351,Gujarat, JUNAGADH,2019,Rabi,1767.0,6791.0,3.8432371250707416,bajra
1353,Gujarat, KACHCHH,1997,Rabi,1600.0,3400.0,2.125,bajra
1355,Gujarat, KACHCHH,1998,Rabi,800.0,1800.0,2.25,bajra
1357,Gujarat, KACHCHH,1999,Rabi,1800.0,3800.0,2.111111111111111,bajra
1359,Gujarat, KACHCHH,2000,Rabi,1000.0,1900.0,1.9,bajra
1361,Gujarat, KACHCHH,2001,Rabi,2100.0,3700.0,1.7619047619047619,bajra
1363,Gujarat, KACHCHH,2002,Rabi,2600.0,4300.0,1.6538461538461537,bajra
1365,Gujarat, KACHCHH,2003,Rabi,1800.0,3700.0,2.0555555555555554,bajra
1367,Gujarat, KACHCHH,2004,Rabi,800.0,1800.0,2.25,bajra
1369,Gujarat, KACHCHH,2005,Rabi,1000.0,2300.0,2.3,bajra
1371,Gujarat, KACHCHH,2006,Rabi,2700.0,6300.0,2.3333333333333335,bajra
1373,Gujarat, KACHCHH,2007,Rabi,2300.0,5400.0,2.347826086956522,bajra
1375,Gujarat, KACHCHH,2008,Rabi,2300.0,5600.0,2.4347826086956523,bajra
1377,Gujarat, KACHCHH,2009,Rabi,2900.0,6600.0,2.2758620689655173,bajra
1379,Gujarat, KACHCHH,2010,Rabi,3100.0,7600.0,2.4516129032258065,bajra
1381,Gujarat, KACHCHH,2011,Rabi,4600.0,11700.0,2.5434782608695654,bajra
1383,Gujarat, KACHCHH,2012,Rabi,1100.0,3000.0,2.727272727272727,bajra
1385,Gujarat, KACHCHH,2013,Rabi,4049.0,11313.0,2.7940232156087923,bajra
1387,Gujarat, KACHCHH,2014,Rabi,980.0,2216.0,2.2612244897959184,bajra
1389,Gujarat, KACHCHH,2015,Rabi,2268.0,4951.0,2.182980599647266,bajra
1391,Gujarat, KACHCHH,2016,Rabi,2082.0,4618.0,2.218059558117195,bajra
1393,Gujarat, KACHCHH,2017,Rabi,1616.0,4717.0,2.9189356435643563,bajra
1395,Gujarat, KACHCHH,2018,Rabi,1810.0,2676.0,1.478453038674033,bajra
1397,Gujarat, KACHCHH,2019,Rabi,1784.0,3986.0,2.234304932735426,bajra
1399,Gujarat, KHEDA,1997,Rabi,44600.0,97700.0,2.190582959641256,bajra
1401,Gujarat, KHEDA,1998,Rabi,45800.0,95500.0,2.0851528384279474,bajra
1403,Gujarat, KHEDA,1999,Rabi,36900.0,84300.0,2.2845528455284554,bajra
1405,Gujarat, KHEDA,2000,Rabi,31100.0,58300.0,1.8745980707395498,bajra
1407,Gujarat, KHEDA,2001,Rabi,28800.0,58000.0,2.013888888888889,bajra
1409,Gujarat, KHEDA,2002,Rabi,33700.0,62500.0,1.8545994065281899,bajra
1411,Gujarat, KHEDA,2003,Rabi,13300.0,26500.0,1.9924812030075187,bajra
1413,Gujarat, KHEDA,2004,Rabi,20300.0,40600.0,2.0,bajra
1415,Gujarat, KHEDA,2005,Rabi,14100.0,30500.0,2.1631205673758864,bajra
1417,Gujarat, KHEDA,2006,Rabi,14400.0,35800.0,2.486111111111111,bajra
1419,Gujarat, KHEDA,2007,Rabi,22800.0,55300.0,2.425438596491228,bajra
1421,Gujarat, KHEDA,2008,Rabi,19500.0,48200.0,2.471794871794872,bajra
1423,Gujarat, KHEDA,2009,Rabi,16400.0,37400.0,2.2804878048780486,bajra
1425,Gujarat, KHEDA,2010,Rabi,52000.0,124600.0,2.396153846153846,bajra
1427,Gujarat, KHEDA,2011,Rabi,52000.0,132700.0,2.5519230769230767,bajra
1429,Gujarat, KHEDA,2012,Rabi,30300.0,76800.0,2.5346534653465347,bajra
1431,Gujarat, KHEDA,2013,Rabi,38136.0,99882.0,2.619100062932662,bajra
1433,Gujarat, KHEDA,2014,Rabi,28203.0,73819.0,2.6174165868879196,bajra
1435,Gujarat, KHEDA,2015,Rabi,20525.0,55555.0,2.7066991473812423,bajra
1437,Gujarat, KHEDA,2016,Rabi,19114.0,49433.0,2.58621952495553,bajra
1439,Gujarat, KHEDA,2017,Rabi,25298.0,70068.0,2.769705115028856,bajra
1441,Gujarat, KHEDA,2018,Rabi,21089.0,73024.0,3.4626582578595477,bajra
1443,Gujarat, KHEDA,2019,Rabi,19299.0,54893.0,2.8443442665423078,bajra
1445,Gujarat, MAHESANA,1997,Rabi,51500.0,120200.0,2.333980582524272,bajra
1447,Gujarat, MAHESANA,1998,Rabi,55600.0,145800.0,2.6223021582733814,bajra
1449,Gujarat, MAHESANA,1999,Rabi,38400.0,92200.0,2.4010416666666665,bajra
1451,Gujarat, MAHESANA,2000,Rabi,26600.0,50600.0,1.9022556390977443,bajra
1453,Gujarat, MAHESANA,2001,Rabi,19500.0,37200.0,1.9076923076923078,bajra
1455,Gujarat, MAHESANA,2002,Rabi,14500.0,29000.0,2.0,bajra
1457,Gujarat, MAHESANA,2003,Rabi,11900.0,26600.0,2.235294117647059,bajra
1459,Gujarat, MAHESANA,2004,Rabi,7700.0,17700.0,2.2987012987012987,bajra
1461,Gujarat, MAHESANA,2005,Rabi,9400.0,21600.0,2.297872340425532,bajra
1463,Gujarat, MAHESANA,2006,Rabi,15700.0,40200.0,2.5605095541401273,bajra
1465,Gujarat, MAHESANA,2007,Rabi,13800.0,35000.0,2.536231884057971,bajra
1467,Gujarat, MAHESANA,2008,Rabi,14200.0,37400.0,2.6338028169014085,bajra
1469,Gujarat, MAHESANA,2009,Rabi,20400.0,47100.0,2.3088235294117645,bajra
1471,Gujarat, MAHESANA,2010,Rabi,34700.0,89700.0,2.585014409221902,bajra
1473,Gujarat, MAHESANA,2011,Rabi,69400.0,172800.0,2.489913544668588,bajra
1475,Gujarat, MAHESANA,2012,Rabi,19000.0,52900.0,2.7842105263157895,bajra
1477,Gujarat, MAHESANA,2013,Rabi,18572.0,49314.0,2.6552875296144736,bajra
1479,Gujarat, MAHESANA,2014,Rabi,17185.0,44800.0,2.6069246435845215,bajra
1481,Gujarat, MAHESANA,2015,Rabi,12179.0,31505.0,2.5868297889810328,bajra
1483,Gujarat, MAHESANA,2016,Rabi,9881.0,29808.0,3.0166987147049893,bajra
1485,Gujarat, MAHESANA,2017,Rabi,12298.0,39661.0,3.22499593429826,bajra
1487,Gujarat, MAHESANA,2018,Rabi,9580.0,30746.0,3.2093945720250523,bajra
1489,Gujarat, MAHESANA,2019,Rabi,10425.0,33858.0,3.247769784172662,bajra
1491,Gujarat, MAHISAGAR,2014,Rabi,5938.0,11020.0,1.8558437184237118,bajra
1493,Gujarat, MAHISAGAR,2015,Rabi,3399.0,4998.0,1.470432480141218,bajra
1495,Gujarat, MAHISAGAR,2016,Rabi,4472.0,8029.0,1.7953935599284436,bajra
1497,Gujarat, MAHISAGAR,2017,Rabi,2059.0,3679.0,1.7867897037396794,bajra
1499,Gujarat, MAHISAGAR,2018,Rabi,2250.0,4613.0,2.050222222222222,bajra
1501,Gujarat, MAHISAGAR,2019,Rabi,3115.0,7909.0,2.5390048154093097,bajra
1503,Gujarat, MORBI,2014,Rabi,185.0,485.0,2.6216216216216215,bajra
1505,Gujarat, MORBI,2015,Rabi,255.0,678.0,2.6588235294117646,bajra
1507,Gujarat, MORBI,2016,Rabi,218.0,544.0,2.4954128440366974,bajra
1509,Gujarat, MORBI,2017,Rabi,135.0,394.0,2.9185185185185185,bajra
1511,Gujarat, MORBI,2018,Rabi,130.0,379.0,2.9153846153846152,bajra
1513,Gujarat, MORBI,2019,Rabi,488.0,1402.0,2.872950819672131,bajra
1515,Gujarat, NARMADA,2003,Rabi,200.0,500.0,2.5,bajra
1517,Gujarat, NARMADA,2004,Rabi,200.0,300.0,1.5,bajra
1519,Gujarat, NARMADA,2005,Rabi,300.0,600.0,2.0,bajra
1521,Gujarat, NARMADA,2006,Rabi,1200.0,2700.0,2.25,bajra
1523,Gujarat, NARMADA,2007,Rabi,1100.0,2600.0,2.3636363636363638,bajra
1525,Gujarat, NARMADA,2008,Rabi,900.0,2300.0,2.5555555555555554,bajra
1527,Gujarat, NARMADA,2009,Rabi,1000.0,2400.0,2.4,bajra
1528,Gujarat, NARMADA,2010,Rabi,1500.0,3600.0,2.4,bajra
1529,Gujarat, NARMADA,2011,Rabi,1700.0,4300.0,2.5294117647058822,bajra
1530,Gujarat, NARMADA,2012,Rabi,200.0,600.0,3.0,bajra
1532,Gujarat, NARMADA,2013,Rabi,1285.0,3590.0,2.7937743190661477,bajra
1533,Gujarat, NARMADA,2014,Rabi,747.0,1244.0,1.6653279785809907,bajra
1535,Gujarat, NARMADA,2015,Rabi,206.0,397.0,1.9271844660194175,bajra
1537,Gujarat, NARMADA,2016,Rabi,325.0,555.0,1.7076923076923076,bajra
1539,Gujarat, NARMADA,2017,Rabi,85.0,248.0,2.9176470588235293,bajra
1541,Gujarat, NARMADA,2018,Rabi,175.0,510.0,2.914285714285714,bajra
1543,Gujarat, NARMADA,2019,Rabi,243.0,698.0,2.8724279835390947,bajra
1544,Gujarat, NAVSARI,2014,Rabi,83.0,218.0,2.6265060240963853,bajra
1546,Gujarat, PANCH MAHALS,1997,Rabi,3700.0,5200.0,1.4054054054054055,bajra
1548,Gujarat, PANCH MAHALS,1998,Rabi,2500.0,3000.0,1.2,bajra
1550,Gujarat, PANCH MAHALS,1999,Rabi,1600.0,1600.0,1.0,bajra
1552,Gujarat, PANCH MAHALS,2000,Rabi,1000.0,800.0,0.8,bajra
1554,Gujarat, PANCH MAHALS,2001,Rabi,600.0,700.0,1.1666666666666667,bajra
1556,Gujarat, PANCH MAHALS,2002,Rabi,700.0,700.0,1.0,bajra
1558,Gujarat, PANCH MAHALS,2003,Rabi,1900.0,2400.0,1.263157894736842,bajra
1560,Gujarat, PANCH MAHALS,2004,Rabi,2300.0,4800.0,2.0869565217391304,bajra
1562,Gujarat, PANCH MAHALS,2005,Rabi,1500.0,3400.0,2.2666666666666666,bajra
1564,Gujarat, PANCH MAHALS,2006,Rabi,1800.0,4300.0,2.388888888888889,bajra
1566,Gujarat, PANCH MAHALS,2007,Rabi,2200.0,5100.0,2.3181818181818183,bajra
1568,Gujarat, PANCH MAHALS,2008,Rabi,1900.0,4600.0,2.4210526315789473,bajra
1570,Gujarat, PANCH MAHALS,2009,Rabi,2600.0,5900.0,2.269230769230769,bajra
1572,Gujarat, PANCH MAHALS,2010,Rabi,9200.0,22500.0,2.4456521739130435,bajra
1574,Gujarat, PANCH MAHALS,2011,Rabi,14200.0,35800.0,2.5211267605633805,bajra
1576,Gujarat, PANCH MAHALS,2012,Rabi,4900.0,13000.0,2.6530612244897958,bajra
1578,Gujarat, PANCH MAHALS,2013,Rabi,11389.0,31821.0,2.794011765738871,bajra
1580,Gujarat, PANCH MAHALS,2014,Rabi,2625.0,4339.0,1.652952380952381,bajra
1582,Gujarat, PANCH MAHALS,2015,Rabi,2850.0,4813.0,1.6887719298245614,bajra
1584,Gujarat, PANCH MAHALS,2016,Rabi,3844.0,8887.0,2.3119146722164414,bajra
1586,Gujarat, PANCH MAHALS,2017,Rabi,751.0,1577.0,2.099866844207723,bajra
1588,Gujarat, PANCH MAHALS,2018,Rabi,1531.0,3252.0,2.124101894186806,bajra
1590,Gujarat, PANCH MAHALS,2019,Rabi,1846.0,3715.0,2.0124593716143013,bajra
1592,Gujarat, PATAN,2003,Rabi,3000.0,6100.0,2.033333333333333,bajra
1594,Gujarat, PATAN,2004,Rabi,2500.0,5200.0,2.08,bajra
1596,Gujarat, PATAN,2005,Rabi,3500.0,6700.0,1.9142857142857144,bajra
1598,Gujarat, PATAN,2006,Rabi,4600.0,11000.0,2.391304347826087,bajra
1600,Gujarat, PATAN,2007,Rabi,4200.0,9300.0,2.2142857142857144,bajra
1602,Gujarat, PATAN,2008,Rabi,4700.0,12800.0,2.723404255319149,bajra
1604,Gujarat, PATAN,2009,Rabi,4900.0,12100.0,2.4693877551020407,bajra
1606,Gujarat, PATAN,2010,Rabi,15100.0,38700.0,2.562913907284768,bajra
1608,Gujarat, PATAN,2011,Rabi,15100.0,42300.0,2.801324503311258,bajra
1610,Gujarat, PATAN,2012,Rabi,10200.0,27000.0,2.6470588235294117,bajra
1612,Gujarat, PATAN,2013,Rabi,11200.0,31554.0,2.8173214285714288,bajra
1614,Gujarat, PATAN,2014,Rabi,8050.0,22290.0,2.768944099378882,bajra
1616,Gujarat, PATAN,2015,Rabi,5770.0,15506.0,2.6873483535528595,bajra
1618,Gujarat, PATAN,2016,Rabi,5180.0,15191.0,2.9326254826254825,bajra
1620,Gujarat, PATAN,2017,Rabi,4142.0,12491.0,3.01569290197972,bajra
1622,Gujarat, PATAN,2018,Rabi,4458.0,13363.0,2.9975325257963212,bajra
1624,Gujarat, PATAN,2019,Rabi,4011.0,11831.0,2.949638494141112,bajra
1626,Gujarat, PORBANDAR,2003,Rabi,200.0,400.0,2.0,bajra
1628,Gujarat, PORBANDAR,2004,Rabi,100.0,200.0,2.0,bajra
1630,Gujarat, PORBANDAR,2005,Rabi,100.0,300.0,3.0,bajra
1632,Gujarat, PORBANDAR,2006,Rabi,700.0,1600.0,2.2857142857142856,bajra
1634,Gujarat, PORBANDAR,2007,Rabi,700.0,1700.0,2.4285714285714284,bajra
1636,Gujarat, PORBANDAR,2008,Rabi,100.0,300.0,3.0,bajra
1639,Gujarat, PORBANDAR,2010,Rabi,300.0,700.0,2.3333333333333335,bajra
1641,Gujarat, PORBANDAR,2011,Rabi,300.0,700.0,2.3333333333333335,bajra
1643,Gujarat, PORBANDAR,2012,Rabi,100.0,300.0,3.0,bajra
1645,Gujarat, PORBANDAR,2013,Rabi,240.0,671.0,2.7958333333333334,bajra
1647,Gujarat, PORBANDAR,2014,Rabi,20.0,52.0,2.6,bajra
1649,Gujarat, PORBANDAR,2015,Rabi,15.0,40.0,2.6666666666666665,bajra
1651,Gujarat, PORBANDAR,2016,Rabi,45.0,112.0,2.488888888888889,bajra
1652,Gujarat, PORBANDAR,2017,Rabi,88.0,257.0,2.9204545454545454,bajra
1653,Gujarat, PORBANDAR,2018,Rabi,20.0,58.0,2.9,bajra
1654,Gujarat, PORBANDAR,2019,Rabi,240.0,689.0,2.870833333333333,bajra
1660,Gujarat, RAJKOT,2001,Rabi,400.0,700.0,1.75,bajra
1664,Gujarat, RAJKOT,2004,Rabi,100.0,100.0,1.0,bajra
1666,Gujarat, RAJKOT,2005,Rabi,100.0,300.0,3.0,bajra
1668,Gujarat, RAJKOT,2006,Rabi,600.0,1300.0,2.1666666666666665,bajra
