,Target,Source,quantity,year
602,Tripura,Karnataka(excluding ports,,2010
603,Uttaranchal,Karnataka(excluding ports,758908,2010
604,Uttar Pradesh,Karnataka(excluding ports,2658,2010
605,West Bengal(excluding ports) ,Karnataka(excluding ports,1321306,2010
606,Other ports of West Bengal,Karnataka(excluding ports,,2010
607,T  O  T  A  L,Karnataka(excluding ports,6716389,2010
608,Andhra(excluding ports),Other ports of Karnataka,,2010
609,Other ports of Andhra,Other ports of Karnataka,,2010
610,Assam,Other ports of Karnataka,,2010
611,Arunachal Pradesh,Other ports of Karnataka,,2010
612,Bihar,Other ports of Karnataka,,2010
613,Chattishgarh,Other ports of Karnataka,,2010
614,Chandigarh,Other ports of Karnataka,,2010
615,Delhi,Other ports of Karnataka,,2010
616,Goa,Other ports of Karnataka,,2010
617,Gujarat(excluding ports),Other ports of Karnataka,,2010
618,Other ports of Gujarat,Other ports of Karnataka,,2010
619,Haryana,Other ports of Karnataka,,2010
620,Himachal Pradesh,Other ports of Karnataka,,2010
621,Jammu and Kasmir,Other ports of Karnataka,,2010
622,Jharkhand,Other ports of Karnataka,,2010
623,Karnataka(excluding ports,Other ports of Karnataka,,2010
624,Other ports of Karnataka,Other ports of Karnataka,,2010
625,Kerala(excluding ports),Other ports of Karnataka,,2010
626,Other ports of Kerala,Other ports of Karnataka,,2010
627,Madhya Pradesh,Other ports of Karnataka,,2010
628,Maharashtra(excluding ports),Other ports of Karnataka,,2010
629,Other ports of Maharashtra,Other ports of Karnataka,,2010
630,Manipur,Other ports of Karnataka,,2010
631,Meghalaya,Other ports of Karnataka,,2010
632,Mizoram,Other ports of Karnataka,,2010
633,Nagaland,Other ports of Karnataka,,2010
634,Orissa,Other ports of Karnataka,,2010
635,Pondicheri and Karikal,Other ports of Karnataka,,2010
636,Punjab,Other ports of Karnataka,,2010
637,Rajasthan,Other ports of Karnataka,,2010
638,Tamil Nadu(excluding ports),Other ports of Karnataka,,2010
639,Other ports of Tamil Nadu,Other ports of Karnataka,,2010
640,Tripura,Other ports of Karnataka,,2010
641,Uttaranchal,Other ports of Karnataka,,2010
642,Uttar Pradesh,Other ports of Karnataka,,2010
643,West Bengal(excluding ports) ,Other ports of Karnataka,,2010
644,Other ports of West Bengal,Other ports of Karnataka,,2010
645,T  O  T  A  L,Other ports of Karnataka,0,2010
646,Andhra(excluding ports),Kerala(excluding ports),,2010
647,Other ports of Andhra,Kerala(excluding ports),,2010
648,Assam,Kerala(excluding ports),,2010
649,Arunachal Pradesh,Kerala(excluding ports),,2010
650,Bihar,Kerala(excluding ports),,2010
651,Chattishgarh,Kerala(excluding ports),,2010
652,Chandigarh,Kerala(excluding ports),,2010
653,Delhi,Kerala(excluding ports),,2010
654,Goa,Kerala(excluding ports),,2010
655,Gujarat(excluding ports),Kerala(excluding ports),,2010
656,Other ports of Gujarat,Kerala(excluding ports),,2010
657,Haryana,Kerala(excluding ports),,2010
658,Himachal Pradesh,Kerala(excluding ports),,2010
659,Jammu and Kasmir,Kerala(excluding ports),,2010
660,Jharkhand,Kerala(excluding ports),,2010
661,Karnataka(excluding ports,Kerala(excluding ports),,2010
662,Other ports of Karnataka,Kerala(excluding ports),,2010
663,Kerala(excluding ports),Kerala(excluding ports),,2010
664,Other ports of Kerala,Kerala(excluding ports),,2010
665,Madhya Pradesh,Kerala(excluding ports),,2010
666,Maharashtra(excluding ports),Kerala(excluding ports),,2010
667,Other ports of Maharashtra,Kerala(excluding ports),,2010
668,Manipur,Kerala(excluding ports),,2010
669,Meghalaya,Kerala(excluding ports),,2010
670,Mizoram,Kerala(excluding ports),,2010
671,Nagaland,Kerala(excluding ports),,2010
672,Orissa,Kerala(excluding ports),,2010
673,Pondicheri and Karikal,Kerala(excluding ports),,2010
674,Punjab,Kerala(excluding ports),,2010
675,Rajasthan,Kerala(excluding ports),,2010
676,Tamil Nadu(excluding ports),Kerala(excluding ports),,2010
677,Other ports of Tamil Nadu,Kerala(excluding ports),,2010
678,Tripura,Kerala(excluding ports),,2010
679,Uttaranchal,Kerala(excluding ports),,2010
680,Uttar Pradesh,Kerala(excluding ports),,2010
681,West Bengal(excluding ports) ,Kerala(excluding ports),,2010
682,Other ports of West Bengal,Kerala(excluding ports),,2010
683,T  O  T  A  L,Kerala(excluding ports),0,2010
684,Andhra(excluding ports),Other ports of Kerala,,2010
685,Other ports of Andhra,Other ports of Kerala,,2010
686,Assam,Other ports of Kerala,,2010
687,Arunachal Pradesh,Other ports of Kerala,,2010
688,Bihar,Other ports of Kerala,,2010
689,Chattishgarh,Other ports of Kerala,,2010
690,Chandigarh,Other ports of Kerala,,2010
691,Delhi,Other ports of Kerala,,2010
692,Goa,Other ports of Kerala,,2010
693,Gujarat(excluding ports),Other ports of Kerala,,2010
694,Other ports of Gujarat,Other ports of Kerala,,2010
695,Haryana,Other ports of Kerala,,2010
696,Himachal Pradesh,Other ports of Kerala,,2010
697,Jammu and Kasmir,Other ports of Kerala,,2010
698,Jharkhand,Other ports of Kerala,,2010
699,Karnataka(excluding ports,Other ports of Kerala,,2010
700,Other ports of Karnataka,Other ports of Kerala,,2010
701,Kerala(excluding ports),Other ports of Kerala,,2010
702,Other ports of Kerala,Other ports of Kerala,,2010
703,Madhya Pradesh,Other ports of Kerala,,2010
704,Maharashtra(excluding ports),Other ports of Kerala,,2010
705,Other ports of Maharashtra,Other ports of Kerala,,2010
706,Manipur,Other ports of Kerala,,2010
707,Meghalaya,Other ports of Kerala,,2010
708,Mizoram,Other ports of Kerala,,2010
709,Nagaland,Other ports of Kerala,,2010
710,Orissa,Other ports of Kerala,,2010
711,Pondicheri and Karikal,Other ports of Kerala,,2010
712,Punjab,Other ports of Kerala,,2010
713,Rajasthan,Other ports of Kerala,,2010
714,Tamil Nadu(excluding ports),Other ports of Kerala,,2010
715,Other ports of Tamil Nadu,Other ports of Kerala,,2010
716,Tripura,Other ports of Kerala,,2010
717,Uttaranchal,Other ports of Kerala,,2010
718,Uttar Pradesh,Other ports of Kerala,,2010
719,West Bengal(excluding ports) ,Other ports of Kerala,,2010
720,Other ports of West Bengal,Other ports of Kerala,,2010
721,T  O  T  A  L,Other ports of Kerala,0,2010
722,Andhra(excluding ports),Madhya Pradesh,,2010
723,Other ports of Andhra,Madhya Pradesh,,2010
724,Assam,Madhya Pradesh,,2010
725,Arunachal Pradesh,Madhya Pradesh,,2010
726,Bihar,Madhya Pradesh,237580,2010
727,Chattishgarh,Madhya Pradesh,,2010
728,Chandigarh,Madhya Pradesh,,2010
729,Delhi,Madhya Pradesh,210270,2010
730,Goa,Madhya Pradesh,,2010
731,Gujarat(excluding ports),Madhya Pradesh,819930,2010
732,Other ports of Gujarat,Madhya Pradesh,,2010
733,Haryana,Madhya Pradesh,371360,2010
734,Himachal Pradesh,Madhya Pradesh,,2010
735,Jammu and Kasmir,Madhya Pradesh,,2010
736,Jharkhand,Madhya Pradesh,,2010
737,Karnataka(excluding ports,Madhya Pradesh,,2010
738,Other ports of Karnataka,Madhya Pradesh,,2010
739,Kerala(excluding ports),Madhya Pradesh,,2010
740,Other ports of Kerala,Madhya Pradesh,,2010
741,Madhya Pradesh,Madhya Pradesh,,2010
742,Maharashtra(excluding ports),Madhya Pradesh,184480,2010
743,Other ports of Maharashtra,Madhya Pradesh,181770,2010
744,Manipur,Madhya Pradesh,,2010
745,Meghalaya,Madhya Pradesh,,2010
746,Mizoram,Madhya Pradesh,,2010
747,Nagaland,Madhya Pradesh,,2010
748,Orissa,Madhya Pradesh,,2010
749,Pondicheri and Karikal,Madhya Pradesh,,2010
750,Punjab,Madhya Pradesh,658600,2010
751,Rajasthan,Madhya Pradesh,,2010
752,Tamil Nadu(excluding ports),Madhya Pradesh,,2010
753,Other ports of Tamil Nadu,Madhya Pradesh,,2010
754,Tripura,Madhya Pradesh,,2010
755,Uttaranchal,Madhya Pradesh,606740,2010
756,Uttar Pradesh,Madhya Pradesh,103520,2010
757,West Bengal(excluding ports) ,Madhya Pradesh,131530,2010
758,Other ports of West Bengal,Madhya Pradesh,75910,2010
759,T  O  T  A  L,Madhya Pradesh,3581690,2010
760,Andhra(excluding ports),Maharashtra(excluding ports),26520,2010
761,Other ports of Andhra,Maharashtra(excluding ports),,2010
762,Assam,Maharashtra(excluding ports),,2010
763,Arunachal Pradesh,Maharashtra(excluding ports),,2010
764,Bihar,Maharashtra(excluding ports),,2010
765,Chattishgarh,Maharashtra(excluding ports),,2010
766,Chandigarh,Maharashtra(excluding ports),,2010
767,Delhi,Maharashtra(excluding ports),,2010
768,Goa,Maharashtra(excluding ports),,2010
769,Gujarat(excluding ports),Maharashtra(excluding ports),,2010
770,Other ports of Gujarat,Maharashtra(excluding ports),,2010
771,Haryana,Maharashtra(excluding ports),,2010
772,Himachal Pradesh,Maharashtra(excluding ports),,2010
773,Jammu and Kasmir,Maharashtra(excluding ports),,2010
774,Jharkhand,Maharashtra(excluding ports),,2010
775,Karnataka(excluding ports,Maharashtra(excluding ports),,2010
776,Other ports of Karnataka,Maharashtra(excluding ports),,2010
777,Kerala(excluding ports),Maharashtra(excluding ports),,2010
778,Other ports of Kerala,Maharashtra(excluding ports),,2010
779,Madhya Pradesh,Maharashtra(excluding ports),50120,2010
780,Maharashtra(excluding ports),Maharashtra(excluding ports),,2010
781,Other ports of Maharashtra,Maharashtra(excluding ports),,2010
782,Manipur,Maharashtra(excluding ports),,2010
783,Meghalaya,Maharashtra(excluding ports),,2010
784,Mizoram,Maharashtra(excluding ports),,2010
785,Nagaland,Maharashtra(excluding ports),,2010
786,Orissa,Maharashtra(excluding ports),,2010
787,Pondicheri and Karikal,Maharashtra(excluding ports),,2010
788,Punjab,Maharashtra(excluding ports),,2010
789,Rajasthan,Maharashtra(excluding ports),,2010
790,Tamil Nadu(excluding ports),Maharashtra(excluding ports),,2010
791,Other ports of Tamil Nadu,Maharashtra(excluding ports),,2010
792,Tripura,Maharashtra(excluding ports),,2010
793,Uttaranchal,Maharashtra(excluding ports),,2010
794,Uttar Pradesh,Maharashtra(excluding ports),,2010
795,West Bengal(excluding ports) ,Maharashtra(excluding ports),,2010
796,Other ports of West Bengal,Maharashtra(excluding ports),630,2010
797,T  O  T  A  L,Maharashtra(excluding ports),77270,2010
798,Andhra(excluding ports),Other ports of Maharashtra,,2010
799,Other ports of Andhra,Other ports of Maharashtra,,2010
800,Assam,Other ports of Maharashtra,,2010
801,Arunachal Pradesh,Other ports of Maharashtra,,2010
802,Bihar,Other ports of Maharashtra,,2010
803,Chattishgarh,Other ports of Maharashtra,,2010
804,Chandigarh,Other ports of Maharashtra,,2010
805,Delhi,Other ports of Maharashtra,,2010
806,Goa,Other ports of Maharashtra,,2010
807,Gujarat(excluding ports),Other ports of Maharashtra,,2010
808,Other ports of Gujarat,Other ports of Maharashtra,,2010
809,Haryana,Other ports of Maharashtra,,2010
810,Himachal Pradesh,Other ports of Maharashtra,,2010
811,Jammu and Kasmir,Other ports of Maharashtra,,2010
812,Jharkhand,Other ports of Maharashtra,,2010
813,Karnataka(excluding ports,Other ports of Maharashtra,,2010
814,Other ports of Karnataka,Other ports of Maharashtra,,2010
815,Kerala(excluding ports),Other ports of Maharashtra,,2010
816,Other ports of Kerala,Other ports of Maharashtra,,2010
817,Madhya Pradesh,Other ports of Maharashtra,,2010
818,Maharashtra(excluding ports),Other ports of Maharashtra,,2010
819,Other ports of Maharashtra,Other ports of Maharashtra,,2010
820,Manipur,Other ports of Maharashtra,,2010
821,Meghalaya,Other ports of Maharashtra,,2010
822,Mizoram,Other ports of Maharashtra,,2010
823,Nagaland,Other ports of Maharashtra,,2010
824,Orissa,Other ports of Maharashtra,,2010
825,Pondicheri and Karikal,Other ports of Maharashtra,,2010
826,Punjab,Other ports of Maharashtra,,2010
827,Rajasthan,Other ports of Maharashtra,,2010
828,Tamil Nadu(excluding ports),Other ports of Maharashtra,,2010
829,Other ports of Tamil Nadu,Other ports of Maharashtra,,2010
830,Tripura,Other ports of Maharashtra,,2010
831,Uttaranchal,Other ports of Maharashtra,,2010
832,Uttar Pradesh,Other ports of Maharashtra,,2010
833,West Bengal(excluding ports) ,Other ports of Maharashtra,,2010
834,Other ports of West Bengal,Other ports of Maharashtra,,2010
835,T  O  T  A  L,Other ports of Maharashtra,0,2010
836,Andhra(excluding ports),Manipur,,2010
837,Other ports of Andhra,Manipur,,2010
838,Assam,Manipur,,2010
839,Arunachal Pradesh,Manipur,,2010
840,Bihar,Manipur,,2010
841,Chattishgarh,Manipur,,2010
842,Chandigarh,Manipur,,2010
843,Delhi,Manipur,,2010
844,Goa,Manipur,,2010
845,Gujarat(excluding ports),Manipur,,2010
846,Other ports of Gujarat,Manipur,,2010
847,Haryana,Manipur,,2010
848,Himachal Pradesh,Manipur,,2010
849,Jammu and Kasmir,Manipur,,2010
850,Jharkhand,Manipur,,2010
851,Karnataka(excluding ports,Manipur,,2010
852,Other ports of Karnataka,Manipur,,2010
853,Kerala(excluding ports),Manipur,,2010
854,Other ports of Kerala,Manipur,,2010
855,Madhya Pradesh,Manipur,,2010
856,Maharashtra(excluding ports),Manipur,,2010
857,Other ports of Maharashtra,Manipur,,2010
858,Manipur,Manipur,,2010
859,Meghalaya,Manipur,,2010
860,Mizoram,Manipur,,2010
861,Nagaland,Manipur,,2010
862,Orissa,Manipur,,2010
863,Pondicheri and Karikal,Manipur,,2010
864,Punjab,Manipur,,2010
865,Rajasthan,Manipur,,2010
866,Tamil Nadu(excluding ports),Manipur,,2010
867,Other ports of Tamil Nadu,Manipur,,2010
868,Tripura,Manipur,,2010
869,Uttaranchal,Manipur,,2010
870,Uttar Pradesh,Manipur,,2010
871,West Bengal(excluding ports) ,Manipur,,2010
872,Other ports of West Bengal,Manipur,,2010
873,T  O  T  A  L,Manipur,0,2010
874,Andhra(excluding ports),Meghalaya,,2010
875,Other ports of Andhra,Meghalaya,,2010
876,Assam,Meghalaya,,2010
877,Arunachal Pradesh,Meghalaya,,2010
878,Bihar,Meghalaya,,2010
879,Chattishgarh,Meghalaya,,2010
880,Chandigarh,Meghalaya,,2010
881,Delhi,Meghalaya,,2010
882,Goa,Meghalaya,,2010
883,Gujarat(excluding ports),Meghalaya,,2010
884,Other ports of Gujarat,Meghalaya,,2010
885,Haryana,Meghalaya,,2010
886,Himachal Pradesh,Meghalaya,,2010
887,Jammu and Kasmir,Meghalaya,,2010
888,Jharkhand,Meghalaya,,2010
889,Karnataka(excluding ports,Meghalaya,,2010
890,Other ports of Karnataka,Meghalaya,,2010
891,Kerala(excluding ports),Meghalaya,,2010
892,Other ports of Kerala,Meghalaya,,2010
893,Madhya Pradesh,Meghalaya,,2010
894,Maharashtra(excluding ports),Meghalaya,,2010
895,Other ports of Maharashtra,Meghalaya,,2010
896,Manipur,Meghalaya,,2010
897,Meghalaya,Meghalaya,,2010
898,Mizoram,Meghalaya,,2010
899,Nagaland,Meghalaya,,2010
900,Orissa,Meghalaya,,2010
901,Pondicheri and Karikal,Meghalaya,,2010
902,Punjab,Meghalaya,,2010
903,Rajasthan,Meghalaya,,2010
904,Tamil Nadu(excluding ports),Meghalaya,,2010
905,Other ports of Tamil Nadu,Meghalaya,,2010
906,Tripura,Meghalaya,,2010
907,Uttaranchal,Meghalaya,,2010
908,Uttar Pradesh,Meghalaya,,2010
909,West Bengal(excluding ports) ,Meghalaya,,2010
910,Other ports of West Bengal,Meghalaya,,2010
911,T  O  T  A  L,Meghalaya,0,2010
912,Andhra(excluding ports),Mizoram,,2010
913,Other ports of Andhra,Mizoram,,2010
914,Assam,Mizoram,,2010
915,Arunachal Pradesh,Mizoram,,2010
916,Bihar,Mizoram,,2010
917,Chattishgarh,Mizoram,,2010
918,Chandigarh,Mizoram,,2010
919,Delhi,Mizoram,,2010
920,Goa,Mizoram,,2010
921,Gujarat(excluding ports),Mizoram,,2010
922,Other ports of Gujarat,Mizoram,,2010
923,Haryana,Mizoram,,2010
924,Himachal Pradesh,Mizoram,,2010
925,Jammu and Kasmir,Mizoram,,2010
926,Jharkhand,Mizoram,,2010
927,Karnataka(excluding ports,Mizoram,,2010
928,Other ports of Karnataka,Mizoram,,2010
929,Kerala(excluding ports),Mizoram,,2010
930,Other ports of Kerala,Mizoram,,2010
931,Madhya Pradesh,Mizoram,,2010
932,Maharashtra(excluding ports),Mizoram,,2010
933,Other ports of Maharashtra,Mizoram,,2010
934,Manipur,Mizoram,,2010
935,Meghalaya,Mizoram,,2010
936,Mizoram,Mizoram,,2010
937,Nagaland,Mizoram,,2010
938,Orissa,Mizoram,,2010
939,Pondicheri and Karikal,Mizoram,,2010
940,Punjab,Mizoram,,2010
941,Rajasthan,Mizoram,,2010
942,Tamil Nadu(excluding ports),Mizoram,,2010
943,Other ports of Tamil Nadu,Mizoram,,2010
944,Tripura,Mizoram,,2010
945,Uttaranchal,Mizoram,,2010
946,Uttar Pradesh,Mizoram,,2010
947,West Bengal(excluding ports) ,Mizoram,,2010
948,Other ports of West Bengal,Mizoram,,2010
949,T  O  T  A  L,Mizoram,0,2010
950,Andhra(excluding ports),Nagaland,,2010
951,Other ports of Andhra,Nagaland,,2010
952,Assam,Nagaland,,2010
953,Arunachal Pradesh,Nagaland,,2010
954,Bihar,Nagaland,,2010
955,Chattishgarh,Nagaland,,2010
956,Chandigarh,Nagaland,,2010
957,Delhi,Nagaland,,2010
958,Goa,Nagaland,,2010
959,Gujarat(excluding ports),Nagaland,,2010
960,Other ports of Gujarat,Nagaland,,2010
961,Haryana,Nagaland,,2010
962,Himachal Pradesh,Nagaland,,2010
963,Jammu and Kasmir,Nagaland,,2010
964,Jharkhand,Nagaland,,2010
965,Karnataka(excluding ports,Nagaland,,2010
966,Other ports of Karnataka,Nagaland,,2010
967,Kerala(excluding ports),Nagaland,,2010
968,Other ports of Kerala,Nagaland,,2010
969,Madhya Pradesh,Nagaland,,2010
970,Maharashtra(excluding ports),Nagaland,,2010
971,Other ports of Maharashtra,Nagaland,,2010
972,Manipur,Nagaland,,2010
973,Meghalaya,Nagaland,,2010
974,Mizoram,Nagaland,,2010
975,Nagaland,Nagaland,,2010
976,Orissa,Nagaland,,2010
977,Pondicheri and Karikal,Nagaland,,2010
978,Punjab,Nagaland,,2010
979,Rajasthan,Nagaland,,2010
980,Tamil Nadu(excluding ports),Nagaland,,2010
981,Other ports of Tamil Nadu,Nagaland,,2010
982,Tripura,Nagaland,,2010
983,Uttaranchal,Nagaland,,2010
984,Uttar Pradesh,Nagaland,,2010
985,West Bengal(excluding ports) ,Nagaland,,2010
986,Other ports of West Bengal,Nagaland,,2010
987,T  O  T  A  L,Nagaland,0,2010
988,Andhra(excluding ports),Orissa,25850,2010
989,Other ports of Andhra,Orissa,43620,2010
990,Assam,Orissa,,2010
991,Arunachal Pradesh,Orissa,,2010
992,Bihar,Orissa,26430,2010
993,Chattishgarh,Orissa,,2010
994,Chandigarh,Orissa,,2010
995,Delhi,Orissa,,2010
996,Goa,Orissa,,2010
997,Gujarat(excluding ports),Orissa,,2010
998,Other ports of Gujarat,Orissa,,2010
999,Haryana,Orissa,,2010
1000,Himachal Pradesh,Orissa,,2010
1001,Jammu and Kasmir,Orissa,,2010
1002,Jharkhand,Orissa,,2010
1003,Karnataka(excluding ports,Orissa,,2010
1004,Other ports of Karnataka,Orissa,,2010
1005,Kerala(excluding ports),Orissa,,2010
1006,Other ports of Kerala,Orissa,,2010
1007,Madhya Pradesh,Orissa,,2010
1008,Maharashtra(excluding ports),Orissa,,2010
1009,Other ports of Maharashtra,Orissa,,2010
1010,Manipur,Orissa,,2010
1011,Meghalaya,Orissa,,2010
1012,Mizoram,Orissa,,2010
1013,Nagaland,Orissa,,2010
1014,Orissa,Orissa,,2010
1015,Pondicheri and Karikal,Orissa,,2010
1016,Punjab,Orissa,,2010
1017,Rajasthan,Orissa,,2010
1018,Tamil Nadu(excluding ports),Orissa,,2010
1019,Other ports of Tamil Nadu,Orissa,,2010
1020,Tripura,Orissa,,2010
1021,Uttaranchal,Orissa,,2010
1022,Uttar Pradesh,Orissa,,2010
1023,West Bengal(excluding ports) ,Orissa,815590,2010
1024,Other ports of West Bengal,Orissa,,2010
1025,T  O  T  A  L,Orissa,911490,2010
1026,Andhra(excluding ports),Pondicheri and Karikal,,2010
1027,Other ports of Andhra,Pondicheri and Karikal,,2010
1028,Assam,Pondicheri and Karikal,,2010
1029,Arunachal Pradesh,Pondicheri and Karikal,,2010
1030,Bihar,Pondicheri and Karikal,,2010
1031,Chattishgarh,Pondicheri and Karikal,,2010
1032,Chandigarh,Pondicheri and Karikal,,2010
1033,Delhi,Pondicheri and Karikal,,2010
1034,Goa,Pondicheri and Karikal,,2010
1035,Gujarat(excluding ports),Pondicheri and Karikal,,2010
1036,Other ports of Gujarat,Pondicheri and Karikal,,2010
1037,Haryana,Pondicheri and Karikal,,2010
1038,Himachal Pradesh,Pondicheri and Karikal,,2010
1039,Jammu and Kasmir,Pondicheri and Karikal,,2010
1040,Jharkhand,Pondicheri and Karikal,,2010
1041,Karnataka(excluding ports,Pondicheri and Karikal,,2010
1042,Other ports of Karnataka,Pondicheri and Karikal,,2010
1043,Kerala(excluding ports),Pondicheri and Karikal,,2010
1044,Other ports of Kerala,Pondicheri and Karikal,,2010
1045,Madhya Pradesh,Pondicheri and Karikal,,2010
1046,Maharashtra(excluding ports),Pondicheri and Karikal,,2010
1047,Other ports of Maharashtra,Pondicheri and Karikal,,2010
