,Target,Source,quantity,year
10432,Maharashtra(excluding ports),Karnataka(excluding ports,,2017
10433,Other ports of Maharashtra,Karnataka(excluding ports,,2017
10434,Manipur,Karnataka(excluding ports,,2017
10435,Meghalaya,Karnataka(excluding ports,,2017
10436,Mizoram,Karnataka(excluding ports,,2017
10437,Nagaland,Karnataka(excluding ports,,2017
10438,Odisha,Karnataka(excluding ports,,2017
10439,Puducherry,Karnataka(excluding ports,,2017
10440,Punjab,Karnataka(excluding ports,,2017
10441,Rajasthan,Karnataka(excluding ports,,2017
10442,Tamil Nadu(excluding ports),Karnataka(excluding ports,879450,2017
10443,Other ports of Tamil Nadu,Karnataka(excluding ports,,2017
10444,Tripura,Karnataka(excluding ports,,2017
10445,Uttaranchal,Karnataka(excluding ports,,2017
10446,Uttar Pradesh,Karnataka(excluding ports,,2017
10447,West Bengal(excluding ports) ,Karnataka(excluding ports,,2017
10448,Other ports of West Bengal,Karnataka(excluding ports,,2017
10449,OUTWARD -->,Karnataka(excluding ports,1038840,2017
10450,Andhra(excluding ports),Other ports of Karnataka,,2017
10451,Other ports of Andhra,Other ports of Karnataka,,2017
10452,Assam,Other ports of Karnataka,,2017
10453,Arunachal Pradesh,Other ports of Karnataka,,2017
10454,Bihar,Other ports of Karnataka,,2017
10455,Chattishgarh,Other ports of Karnataka,,2017
10456,Chandigarh,Other ports of Karnataka,,2017
10457,Delhi,Other ports of Karnataka,,2017
10458,Goa,Other ports of Karnataka,,2017
10459,Gujarat(excluding ports),Other ports of Karnataka,,2017
10460,Other ports of Gujarat,Other ports of Karnataka,,2017
10461,Haryana,Other ports of Karnataka,,2017
10462,Himachal Pradesh,Other ports of Karnataka,,2017
10463,Jammu and Kasmir,Other ports of Karnataka,,2017
10464,Jharkhand,Other ports of Karnataka,,2017
10465,Karnataka(excluding ports,Other ports of Karnataka,,2017
10466,Other ports of Karnataka,Other ports of Karnataka,,2017
10467,Kerala(excluding ports),Other ports of Karnataka,,2017
10468,Other ports of Kerala,Other ports of Karnataka,,2017
10469,Madhya Pradesh,Other ports of Karnataka,,2017
10470,Maharashtra(excluding ports),Other ports of Karnataka,,2017
10471,Other ports of Maharashtra,Other ports of Karnataka,,2017
10472,Manipur,Other ports of Karnataka,,2017
10473,Meghalaya,Other ports of Karnataka,,2017
10474,Mizoram,Other ports of Karnataka,,2017
10475,Nagaland,Other ports of Karnataka,,2017
10476,Odisha,Other ports of Karnataka,,2017
10477,Puducherry,Other ports of Karnataka,,2017
10478,Punjab,Other ports of Karnataka,,2017
10479,Rajasthan,Other ports of Karnataka,,2017
10480,Tamil Nadu(excluding ports),Other ports of Karnataka,,2017
10481,Other ports of Tamil Nadu,Other ports of Karnataka,,2017
10482,Tripura,Other ports of Karnataka,,2017
10483,Uttaranchal,Other ports of Karnataka,,2017
10484,Uttar Pradesh,Other ports of Karnataka,,2017
10485,West Bengal(excluding ports) ,Other ports of Karnataka,,2017
10486,Other ports of West Bengal,Other ports of Karnataka,,2017
10487,OUTWARD -->,Other ports of Karnataka,0,2017
10488,Andhra(excluding ports),Kerala(excluding ports),,2017
10489,Other ports of Andhra,Kerala(excluding ports),,2017
10490,Assam,Kerala(excluding ports),,2017
10491,Arunachal Pradesh,Kerala(excluding ports),,2017
10492,Bihar,Kerala(excluding ports),,2017
10493,Chattishgarh,Kerala(excluding ports),,2017
10494,Chandigarh,Kerala(excluding ports),,2017
10495,Delhi,Kerala(excluding ports),,2017
10496,Goa,Kerala(excluding ports),,2017
10497,Gujarat(excluding ports),Kerala(excluding ports),,2017
10498,Other ports of Gujarat,Kerala(excluding ports),,2017
10499,Haryana,Kerala(excluding ports),,2017
10500,Himachal Pradesh,Kerala(excluding ports),,2017
10501,Jammu and Kasmir,Kerala(excluding ports),,2017
10502,Jharkhand,Kerala(excluding ports),,2017
10503,Karnataka(excluding ports,Kerala(excluding ports),,2017
10504,Other ports of Karnataka,Kerala(excluding ports),,2017
10505,Kerala(excluding ports),Kerala(excluding ports),,2017
10506,Other ports of Kerala,Kerala(excluding ports),,2017
10507,Madhya Pradesh,Kerala(excluding ports),,2017
10508,Maharashtra(excluding ports),Kerala(excluding ports),,2017
10509,Other ports of Maharashtra,Kerala(excluding ports),,2017
10510,Manipur,Kerala(excluding ports),,2017
10511,Meghalaya,Kerala(excluding ports),,2017
10512,Mizoram,Kerala(excluding ports),,2017
10513,Nagaland,Kerala(excluding ports),,2017
10514,Odisha,Kerala(excluding ports),,2017
10515,Puducherry,Kerala(excluding ports),,2017
10516,Punjab,Kerala(excluding ports),,2017
10517,Rajasthan,Kerala(excluding ports),,2017
10518,Tamil Nadu(excluding ports),Kerala(excluding ports),,2017
10519,Other ports of Tamil Nadu,Kerala(excluding ports),,2017
10520,Tripura,Kerala(excluding ports),,2017
10521,Uttaranchal,Kerala(excluding ports),,2017
10522,Uttar Pradesh,Kerala(excluding ports),,2017
10523,West Bengal(excluding ports) ,Kerala(excluding ports),,2017
10524,Other ports of West Bengal,Kerala(excluding ports),,2017
10525,OUTWARD -->,Kerala(excluding ports),0,2017
10526,Andhra(excluding ports),Other ports of Kerala,,2017
10527,Other ports of Andhra,Other ports of Kerala,,2017
10528,Assam,Other ports of Kerala,,2017
10529,Arunachal Pradesh,Other ports of Kerala,,2017
10530,Bihar,Other ports of Kerala,,2017
10531,Chattishgarh,Other ports of Kerala,,2017
10532,Chandigarh,Other ports of Kerala,,2017
10533,Delhi,Other ports of Kerala,,2017
10534,Goa,Other ports of Kerala,,2017
10535,Gujarat(excluding ports),Other ports of Kerala,,2017
10536,Other ports of Gujarat,Other ports of Kerala,,2017
10537,Haryana,Other ports of Kerala,,2017
10538,Himachal Pradesh,Other ports of Kerala,,2017
10539,Jammu and Kasmir,Other ports of Kerala,,2017
10540,Jharkhand,Other ports of Kerala,,2017
10541,Karnataka(excluding ports,Other ports of Kerala,,2017
10542,Other ports of Karnataka,Other ports of Kerala,,2017
10543,Kerala(excluding ports),Other ports of Kerala,,2017
10544,Other ports of Kerala,Other ports of Kerala,,2017
10545,Madhya Pradesh,Other ports of Kerala,,2017
10546,Maharashtra(excluding ports),Other ports of Kerala,,2017
10547,Other ports of Maharashtra,Other ports of Kerala,,2017
10548,Manipur,Other ports of Kerala,,2017
10549,Meghalaya,Other ports of Kerala,,2017
10550,Mizoram,Other ports of Kerala,,2017
10551,Nagaland,Other ports of Kerala,,2017
10552,Odisha,Other ports of Kerala,,2017
10553,Puducherry,Other ports of Kerala,,2017
10554,Punjab,Other ports of Kerala,,2017
10555,Rajasthan,Other ports of Kerala,,2017
10556,Tamil Nadu(excluding ports),Other ports of Kerala,,2017
10557,Other ports of Tamil Nadu,Other ports of Kerala,,2017
10558,Tripura,Other ports of Kerala,,2017
10559,Uttaranchal,Other ports of Kerala,,2017
10560,Uttar Pradesh,Other ports of Kerala,,2017
10561,West Bengal(excluding ports) ,Other ports of Kerala,,2017
10562,Other ports of West Bengal,Other ports of Kerala,,2017
10563,OUTWARD -->,Other ports of Kerala,0,2017
10564,Andhra(excluding ports),Madhya Pradesh,,2017
10565,Other ports of Andhra,Madhya Pradesh,,2017
10566,Assam,Madhya Pradesh,33640,2017
10567,Arunachal Pradesh,Madhya Pradesh,,2017
10568,Bihar,Madhya Pradesh,382689,2017
10569,Chattishgarh,Madhya Pradesh,,2017
10570,Chandigarh,Madhya Pradesh,,2017
10571,Delhi,Madhya Pradesh,,2017
10572,Goa,Madhya Pradesh,,2017
10573,Gujarat(excluding ports),Madhya Pradesh,,2017
10574,Other ports of Gujarat,Madhya Pradesh,,2017
10575,Haryana,Madhya Pradesh,244760,2017
10576,Himachal Pradesh,Madhya Pradesh,,2017
10577,Jammu and Kasmir,Madhya Pradesh,,2017
10578,Jharkhand,Madhya Pradesh,,2017
10579,Karnataka(excluding ports,Madhya Pradesh,,2017
10580,Other ports of Karnataka,Madhya Pradesh,,2017
10581,Kerala(excluding ports),Madhya Pradesh,,2017
10582,Other ports of Kerala,Madhya Pradesh,26580,2017
10583,Madhya Pradesh,Madhya Pradesh,,2017
10584,Maharashtra(excluding ports),Madhya Pradesh,,2017
10585,Other ports of Maharashtra,Madhya Pradesh,,2017
10586,Manipur,Madhya Pradesh,,2017
10587,Meghalaya,Madhya Pradesh,,2017
10588,Mizoram,Madhya Pradesh,,2017
10589,Nagaland,Madhya Pradesh,,2017
10590,Odisha,Madhya Pradesh,,2017
10591,Puducherry,Madhya Pradesh,,2017
10592,Punjab,Madhya Pradesh,246760,2017
10593,Rajasthan,Madhya Pradesh,,2017
10594,Tamil Nadu(excluding ports),Madhya Pradesh,66120,2017
10595,Other ports of Tamil Nadu,Madhya Pradesh,26640,2017
10596,Tripura,Madhya Pradesh,,2017
10597,Uttaranchal,Madhya Pradesh,622742,2017
10598,Uttar Pradesh,Madhya Pradesh,,2017
10599,West Bengal(excluding ports) ,Madhya Pradesh,504239,2017
10600,Other ports of West Bengal,Madhya Pradesh,,2017
10601,OUTWARD -->,Madhya Pradesh,2154170,2017
10602,Andhra(excluding ports),Maharashtra(excluding ports),,2017
10603,Other ports of Andhra,Maharashtra(excluding ports),,2017
10604,Assam,Maharashtra(excluding ports),,2017
10605,Arunachal Pradesh,Maharashtra(excluding ports),,2017
10606,Bihar,Maharashtra(excluding ports),,2017
10607,Chattishgarh,Maharashtra(excluding ports),,2017
10608,Chandigarh,Maharashtra(excluding ports),,2017
10609,Delhi,Maharashtra(excluding ports),,2017
10610,Goa,Maharashtra(excluding ports),,2017
10611,Gujarat(excluding ports),Maharashtra(excluding ports),,2017
10612,Other ports of Gujarat,Maharashtra(excluding ports),,2017
10613,Haryana,Maharashtra(excluding ports),,2017
10614,Himachal Pradesh,Maharashtra(excluding ports),,2017
10615,Jammu and Kasmir,Maharashtra(excluding ports),,2017
10616,Jharkhand,Maharashtra(excluding ports),,2017
10617,Karnataka(excluding ports,Maharashtra(excluding ports),111020,2017
10618,Other ports of Karnataka,Maharashtra(excluding ports),,2017
10619,Kerala(excluding ports),Maharashtra(excluding ports),,2017
10620,Other ports of Kerala,Maharashtra(excluding ports),,2017
10621,Madhya Pradesh,Maharashtra(excluding ports),,2017
10622,Maharashtra(excluding ports),Maharashtra(excluding ports),,2017
10623,Other ports of Maharashtra,Maharashtra(excluding ports),,2017
10624,Manipur,Maharashtra(excluding ports),,2017
10625,Meghalaya,Maharashtra(excluding ports),,2017
10626,Mizoram,Maharashtra(excluding ports),,2017
10627,Nagaland,Maharashtra(excluding ports),,2017
10628,Odisha,Maharashtra(excluding ports),,2017
10629,Puducherry,Maharashtra(excluding ports),,2017
10630,Punjab,Maharashtra(excluding ports),,2017
10631,Rajasthan,Maharashtra(excluding ports),,2017
10632,Tamil Nadu(excluding ports),Maharashtra(excluding ports),256500,2017
10633,Other ports of Tamil Nadu,Maharashtra(excluding ports),,2017
10634,Tripura,Maharashtra(excluding ports),,2017
10635,Uttaranchal,Maharashtra(excluding ports),,2017
10636,Uttar Pradesh,Maharashtra(excluding ports),,2017
10637,West Bengal(excluding ports) ,Maharashtra(excluding ports),,2017
10638,Other ports of West Bengal,Maharashtra(excluding ports),,2017
10639,OUTWARD -->,Maharashtra(excluding ports),367520,2017
10640,Andhra(excluding ports),Other ports of Maharashtra,,2017
10641,Other ports of Andhra,Other ports of Maharashtra,113560,2017
10642,Assam,Other ports of Maharashtra,52950,2017
10643,Arunachal Pradesh,Other ports of Maharashtra,,2017
10644,Bihar,Other ports of Maharashtra,214580,2017
10645,Chattishgarh,Other ports of Maharashtra,,2017
10646,Chandigarh,Other ports of Maharashtra,,2017
10647,Delhi,Other ports of Maharashtra,,2017
10648,Goa,Other ports of Maharashtra,,2017
10649,Gujarat(excluding ports),Other ports of Maharashtra,,2017
10650,Other ports of Gujarat,Other ports of Maharashtra,,2017
10651,Haryana,Other ports of Maharashtra,353800,2017
10652,Himachal Pradesh,Other ports of Maharashtra,,2017
10653,Jammu and Kasmir,Other ports of Maharashtra,,2017
10654,Jharkhand,Other ports of Maharashtra,,2017
10655,Karnataka(excluding ports,Other ports of Maharashtra,,2017
10656,Other ports of Karnataka,Other ports of Maharashtra,293360,2017
10657,Kerala(excluding ports),Other ports of Maharashtra,,2017
10658,Other ports of Kerala,Other ports of Maharashtra,52890,2017
10659,Madhya Pradesh,Other ports of Maharashtra,,2017
10660,Maharashtra(excluding ports),Other ports of Maharashtra,113500,2017
10661,Other ports of Maharashtra,Other ports of Maharashtra,,2017
10662,Manipur,Other ports of Maharashtra,,2017
10663,Meghalaya,Other ports of Maharashtra,,2017
10664,Mizoram,Other ports of Maharashtra,,2017
10665,Nagaland,Other ports of Maharashtra,,2017
10666,Odisha,Other ports of Maharashtra,,2017
10667,Puducherry,Other ports of Maharashtra,,2017
10668,Punjab,Other ports of Maharashtra,280580,2017
10669,Rajasthan,Other ports of Maharashtra,,2017
10670,Tamil Nadu(excluding ports),Other ports of Maharashtra,,2017
10671,Other ports of Tamil Nadu,Other ports of Maharashtra,1229700,2017
10672,Tripura,Other ports of Maharashtra,,2017
10673,Uttaranchal,Other ports of Maharashtra,1007580,2017
10674,Uttar Pradesh,Other ports of Maharashtra,,2017
10675,West Bengal(excluding ports) ,Other ports of Maharashtra,192820,2017
10676,Other ports of West Bengal,Other ports of Maharashtra,,2017
10677,OUTWARD -->,Other ports of Maharashtra,3905320,2017
10678,Andhra(excluding ports),Manipur,,2017
10679,Other ports of Andhra,Manipur,,2017
10680,Assam,Manipur,,2017
10681,Arunachal Pradesh,Manipur,,2017
10682,Bihar,Manipur,,2017
10683,Chattishgarh,Manipur,,2017
10684,Chandigarh,Manipur,,2017
10685,Delhi,Manipur,,2017
10686,Goa,Manipur,,2017
10687,Gujarat(excluding ports),Manipur,,2017
10688,Other ports of Gujarat,Manipur,,2017
10689,Haryana,Manipur,,2017
10690,Himachal Pradesh,Manipur,,2017
10691,Jammu and Kasmir,Manipur,,2017
10692,Jharkhand,Manipur,,2017
10693,Karnataka(excluding ports,Manipur,,2017
10694,Other ports of Karnataka,Manipur,,2017
10695,Kerala(excluding ports),Manipur,,2017
10696,Other ports of Kerala,Manipur,,2017
10697,Madhya Pradesh,Manipur,,2017
10698,Maharashtra(excluding ports),Manipur,,2017
10699,Other ports of Maharashtra,Manipur,,2017
10700,Manipur,Manipur,,2017
10701,Meghalaya,Manipur,,2017
10702,Mizoram,Manipur,,2017
10703,Nagaland,Manipur,,2017
10704,Odisha,Manipur,,2017
10705,Puducherry,Manipur,,2017
10706,Punjab,Manipur,,2017
10707,Rajasthan,Manipur,,2017
10708,Tamil Nadu(excluding ports),Manipur,,2017
10709,Other ports of Tamil Nadu,Manipur,,2017
10710,Tripura,Manipur,,2017
10711,Uttaranchal,Manipur,,2017
10712,Uttar Pradesh,Manipur,,2017
10713,West Bengal(excluding ports) ,Manipur,,2017
10714,Other ports of West Bengal,Manipur,,2017
10715,OUTWARD -->,Manipur,0,2017
10716,Andhra(excluding ports),Meghalaya,,2017
10717,Other ports of Andhra,Meghalaya,,2017
10718,Assam,Meghalaya,,2017
10719,Arunachal Pradesh,Meghalaya,,2017
10720,Bihar,Meghalaya,,2017
10721,Chattishgarh,Meghalaya,,2017
10722,Chandigarh,Meghalaya,,2017
10723,Delhi,Meghalaya,,2017
10724,Goa,Meghalaya,,2017
10725,Gujarat(excluding ports),Meghalaya,,2017
10726,Other ports of Gujarat,Meghalaya,,2017
10727,Haryana,Meghalaya,,2017
10728,Himachal Pradesh,Meghalaya,,2017
10729,Jammu and Kasmir,Meghalaya,,2017
10730,Jharkhand,Meghalaya,,2017
10731,Karnataka(excluding ports,Meghalaya,,2017
10732,Other ports of Karnataka,Meghalaya,,2017
10733,Kerala(excluding ports),Meghalaya,,2017
10734,Other ports of Kerala,Meghalaya,,2017
10735,Madhya Pradesh,Meghalaya,,2017
10736,Maharashtra(excluding ports),Meghalaya,,2017
10737,Other ports of Maharashtra,Meghalaya,,2017
10738,Manipur,Meghalaya,,2017
10739,Meghalaya,Meghalaya,,2017
10740,Mizoram,Meghalaya,,2017
10741,Nagaland,Meghalaya,,2017
10742,Odisha,Meghalaya,,2017
10743,Puducherry,Meghalaya,,2017
10744,Punjab,Meghalaya,,2017
10745,Rajasthan,Meghalaya,,2017
10746,Tamil Nadu(excluding ports),Meghalaya,,2017
10747,Other ports of Tamil Nadu,Meghalaya,,2017
10748,Tripura,Meghalaya,,2017
10749,Uttaranchal,Meghalaya,,2017
10750,Uttar Pradesh,Meghalaya,,2017
10751,West Bengal(excluding ports) ,Meghalaya,,2017
10752,Other ports of West Bengal,Meghalaya,,2017
10753,OUTWARD -->,Meghalaya,0,2017
10754,Andhra(excluding ports),Mizoram,,2017
10755,Other ports of Andhra,Mizoram,,2017
10756,Assam,Mizoram,,2017
10757,Arunachal Pradesh,Mizoram,,2017
10758,Bihar,Mizoram,,2017
10759,Chattishgarh,Mizoram,,2017
10760,Chandigarh,Mizoram,,2017
10761,Delhi,Mizoram,,2017
10762,Goa,Mizoram,,2017
10763,Gujarat(excluding ports),Mizoram,,2017
10764,Other ports of Gujarat,Mizoram,,2017
10765,Haryana,Mizoram,,2017
10766,Himachal Pradesh,Mizoram,,2017
10767,Jammu and Kasmir,Mizoram,,2017
10768,Jharkhand,Mizoram,,2017
10769,Karnataka(excluding ports,Mizoram,,2017
10770,Other ports of Karnataka,Mizoram,,2017
10771,Kerala(excluding ports),Mizoram,,2017
10772,Other ports of Kerala,Mizoram,,2017
10773,Madhya Pradesh,Mizoram,,2017
10774,Maharashtra(excluding ports),Mizoram,,2017
10775,Other ports of Maharashtra,Mizoram,,2017
10776,Manipur,Mizoram,,2017
10777,Meghalaya,Mizoram,,2017
10778,Mizoram,Mizoram,,2017
10779,Nagaland,Mizoram,,2017
10780,Odisha,Mizoram,,2017
10781,Puducherry,Mizoram,,2017
10782,Punjab,Mizoram,,2017
10783,Rajasthan,Mizoram,,2017
10784,Tamil Nadu(excluding ports),Mizoram,,2017
10785,Other ports of Tamil Nadu,Mizoram,,2017
10786,Tripura,Mizoram,,2017
10787,Uttaranchal,Mizoram,,2017
10788,Uttar Pradesh,Mizoram,,2017
10789,West Bengal(excluding ports) ,Mizoram,,2017
10790,Other ports of West Bengal,Mizoram,,2017
10791,OUTWARD -->,Mizoram,0,2017
10792,Andhra(excluding ports),Nagaland,,2017
10793,Other ports of Andhra,Nagaland,,2017
10794,Assam,Nagaland,,2017
10795,Arunachal Pradesh,Nagaland,,2017
10796,Bihar,Nagaland,,2017
10797,Chattishgarh,Nagaland,,2017
10798,Chandigarh,Nagaland,,2017
10799,Delhi,Nagaland,,2017
10800,Goa,Nagaland,,2017
10801,Gujarat(excluding ports),Nagaland,,2017
10802,Other ports of Gujarat,Nagaland,,2017
10803,Haryana,Nagaland,,2017
10804,Himachal Pradesh,Nagaland,,2017
10805,Jammu and Kasmir,Nagaland,,2017
10806,Jharkhand,Nagaland,,2017
10807,Karnataka(excluding ports,Nagaland,,2017
10808,Other ports of Karnataka,Nagaland,,2017
10809,Kerala(excluding ports),Nagaland,,2017
10810,Other ports of Kerala,Nagaland,,2017
10811,Madhya Pradesh,Nagaland,,2017
10812,Maharashtra(excluding ports),Nagaland,,2017
10813,Other ports of Maharashtra,Nagaland,,2017
10814,Manipur,Nagaland,,2017
10815,Meghalaya,Nagaland,,2017
10816,Mizoram,Nagaland,,2017
10817,Nagaland,Nagaland,,2017
10818,Odisha,Nagaland,,2017
10819,Puducherry,Nagaland,,2017
10820,Punjab,Nagaland,,2017
10821,Rajasthan,Nagaland,,2017
10822,Tamil Nadu(excluding ports),Nagaland,,2017
10823,Other ports of Tamil Nadu,Nagaland,,2017
10824,Tripura,Nagaland,,2017
10825,Uttaranchal,Nagaland,,2017
10826,Uttar Pradesh,Nagaland,,2017
10827,West Bengal(excluding ports) ,Nagaland,,2017
10828,Other ports of West Bengal,Nagaland,,2017
10829,OUTWARD -->,Nagaland,0,2017
10830,Andhra(excluding ports),Odisha,,2017
10831,Other ports of Andhra,Odisha,,2017
10832,Assam,Odisha,,2017
10833,Arunachal Pradesh,Odisha,,2017
10834,Bihar,Odisha,,2017
10835,Chattishgarh,Odisha,,2017
10836,Chandigarh,Odisha,,2017
10837,Delhi,Odisha,,2017
10838,Goa,Odisha,,2017
10839,Gujarat(excluding ports),Odisha,,2017
10840,Other ports of Gujarat,Odisha,,2017
10841,Haryana,Odisha,,2017
10842,Himachal Pradesh,Odisha,,2017
10843,Jammu and Kasmir,Odisha,,2017
10844,Jharkhand,Odisha,,2017
10845,Karnataka(excluding ports,Odisha,,2017
10846,Other ports of Karnataka,Odisha,,2017
10847,Kerala(excluding ports),Odisha,,2017
10848,Other ports of Kerala,Odisha,,2017
10849,Madhya Pradesh,Odisha,,2017
10850,Maharashtra(excluding ports),Odisha,,2017
10851,Other ports of Maharashtra,Odisha,,2017
10852,Manipur,Odisha,,2017
10853,Meghalaya,Odisha,,2017
10854,Mizoram,Odisha,,2017
10855,Nagaland,Odisha,,2017
10856,Odisha,Odisha,,2017
10857,Puducherry,Odisha,,2017
10858,Punjab,Odisha,,2017
10859,Rajasthan,Odisha,,2017
10860,Tamil Nadu(excluding ports),Odisha,131130,2017
10861,Other ports of Tamil Nadu,Odisha,,2017
